ID_REF	VALUE
258947_at	5.939446591
252411_at	5.973780174
259629_at	3.901521002
261037_at	5.538822643
258606_at	5.959940427
263783_at	6.930260041
262536_at	8.063534201
264153_at	6.118712419
255795_at	5.494606244
261191_at	5.962798723
256526_at	4.434503573
248322_at	5.314940472
250257_at	6.702680814
263800_at	5.89562983
253048_at	4.218560818
249230_at	7.019750766
260656_at	9.028513319
248327_at	5.687145888
261470_at	7.11312177
250796_at	3.950790942
256057_at	5.019462472
264435_at	6.46672149
262745_at	6.939252309
249983_at	6.710391246
252084_at	4.649963234
249918_at	7.907334577
256442_at	5.75552151
256049_at	6.373533874
261488_at	6.370303682
253386_at	8.796716545
266545_at	7.395090029
250435_at	4.663271834
266821_at	6.380065726
247455_at	5.282179542
263760_at	7.50980899
251884_at	5.403963462
264597_at	6.212547878
249264_s_at	4.413820542
260982_at	7.699271439
258025_at	5.7160438
256076_at	8.154206198
262085_at	5.619360245
262383_at	7.161885483
245018_at	6.76103362
248282_at	4.808597845
267169_at	6.573151961
267069_at	6.669010085
252648_at	5.301593715
265853_at	4.574280725
265075_at	8.251110978
247848_at	4.932250231
267005_at	7.226840057
260744_at	7.434878825
246075_at	5.189249634
251744_at	6.799337377
253643_at	8.491277251
266800_at	9.228802442
265741_at	5.759447179
256856_at	6.6100799
245866_s_at	7.734225632
259791_at	5.399066979
249417_at	5.238372082
266455_at	6.27579629
259927_at	5.142730088
247215_at	6.971520623
249197_at	5.354193744
256763_at	6.047478381
260046_at	4.448519563
254255_at	3.143878719
247694_at	7.365446241
252181_at	8.918540662
266600_at	5.390664131
249932_at	3.785484486
264096_at	5.105577922
253859_at	6.43564272
252353_at	4.737515637
250075_at	6.799088805
254120_at	7.951958699
250098_at	6.506176733
251820_at	7.301448416
264434_at	5.927673625
247773_at	3.666683763
248873_at	4.454883935
254075_at	6.0469322
258495_at	6.370026775
250149_at	5.773108306
249002_at	6.620177816
260227_at	8.191237026
253632_at	5.133474359
267411_at	6.714877626
260155_at	7.618495346
259428_at	3.610236105
260876_at	6.632041342
249410_at	2.645556084
260481_at	10.77260561
252053_at	8.120349154
245776_at	6.679920469
251054_at	4.116249793
265276_at	7.110268464
264232_at	5.415274821
251507_at	5.177915224
247789_at	5.644225501
246226_at	7.800398596
252688_at	4.179233192
257954_at	5.004984001
252906_at	6.976260011
260696_at	5.10137478
262160_at	6.358411729
261476_at	6.445166262
251969_at	6.688455565
260769_at	4.767614134
246303_at	5.698441022
247208_at	6.856471049
251603_at	5.212778575
255599_at	5.135470419
260201_at	5.675626506
245840_at	4.867245872
261405_at	7.987764632
265742_at	6.199347169
247431_at	9.674476872
246927_s_at	3.279056554
249493_at	5.157221285
256009_at	5.573338673
267580_at	4.881266944
248978_at	6.709268361
261017_at	5.19937341
263533_at	6.588425271
267288_at	7.061526582
264758_at	8.502938848
252924_at	6.678871768
264954_at	7.591745295
258804_at	5.09240756
249191_at	4.224324356
248316_at	4.306914114
249719_at	8.933062882
247101_at	9.126140159
265713_at	4.638752853
257666_at	5.878652492
260399_at	5.621133662
251774_at	6.121447438
253962_at	2.946699782
265841_at	7.346060538
244998_at	8.267252952
254111_at	4.326335808
247693_at	6.872146947
264000_at	8.847163155
250676_at	9.10038237
253693_at	7.933185801
249928_at	6.804573766
253039_at	8.053469583
246429_at	5.166022829
254580_at	7.252673209
255884_at	6.269202108
266017_at	9.410128049
262105_at	6.911106895
260406_at	5.182326432
254256_at	5.915786654
252060_at	4.77168861
246108_at	8.414548788
248199_at	8.365805772
257919_at	7.039681021
261143_at	9.594425066
265648_at	7.80932329
263442_at	4.547725081
249903_at	5.927519083
255360_at	8.24870878
247177_at	7.334303092
261474_at	5.757382716
252378_at	4.91571717
264704_at	5.158838944
264289_at	8.603222995
261648_at	8.620612998
264728_at	7.104961139
259445_at	8.032310276
251336_at	7.707481894
253951_at	7.813240809
258792_at	8.744107092
259137_at	8.973649662
248821_at	5.890338264
259325_at	4.50973628
255900_at	6.054802508
265869_at	4.503056303
263452_at	4.241765179
262823_at	9.058775574
247913_at	6.112832974
247290_at	5.263043946
249691_at	7.051584445
264041_at	3.141339123
266316_at	9.289528948
264852_at	6.608172951
246313_at	3.496375649
247279_at	9.256080666
250415_at	3.429055726
266071_at	5.505269236
253489_at	9.110671775
259418_at	4.225256831
266658_at	7.84076537
262549_at	4.082107306
258621_at	6.342981724
255842_at	5.447429953
245711_at	8.622593654
256050_at	7.568423621
258295_at	8.3973669
266620_at	5.649224077
253891_at	8.12774352
253628_at	9.246564556
249423_at	3.998692659
253827_at	7.144756157
245797_at	5.919328747
256884_at	3.794229601
250335_at	7.81168297
255764_at	7.94486421
260581_at	5.032523377
266867_at	6.391765395
267537_at	7.321069544
261394_at	3.321516172
252652_at	6.296232587
248190_at	5.08605719
266246_at	7.137320987
258251_at	8.900771634
260068_at	3.184299288
263182_at	8.186146351
259753_at	5.001221691
260673_at	7.264227424
254520_at	5.516910646
247393_at	6.039058077
259179_at	4.578783827
251979_at	3.780768981
252179_at	4.955197507
251745_at	8.701675776
265632_at	5.71735879
248870_at	7.828344235
254432_at	7.980223404
252979_at	8.008450802
265732_at	7.829605904
262945_at	6.652362166
245632_at	6.259083815
254545_at	6.794249198
249747_at	5.536847216
246495_at	5.680468322
263478_at	8.592916698
247426_at	7.493535851
261545_at	7.101412011
254291_at	8.890354147
253956_at	5.302975709
265184_at	8.502932487
263471_at	6.85745108
245514_at	6.513495427
252878_at	9.012291358
252489_at	4.611194711
265682_at	4.01457247
256837_at	5.213161616
258394_at	7.916293381
256792_at	3.383319229
257794_at	7.259523353
247891_at	5.589010724
265959_at	7.627041858
259015_at	9.355344527
259160_at	4.796242406
261938_at	7.319035833
252908_at	8.071624439
265737_at	8.133145801
252131_at	6.961946402
253965_at	4.207744167
263915_at	4.596996707
245936_at	6.687237534
257827_at	4.764594999
263918_at	3.987415854
254125_at	4.979597333
257083_s_at	4.803546679
255844_at	6.088490842
250323_at	8.312881003
251544_at	6.727211545
256046_at	7.794291303
259448_at	3.645832261
247137_at	7.74218369
264008_at	8.602568099
262801_at	7.43410256
251143_at	6.93699677
253455_at	8.629805267
257999_at	5.710937509
252533_at	5.19219562
262912_at	5.978848713
255710_at	6.792150705
263873_at	6.388285023
252825_at	6.039058077
265938_at	7.389036145
258972_at	7.402672567
247919_at	2.7829032
245777_at	7.016054293
249746_at	7.540699088
265797_at	5.034618384
265867_at	7.946119277
247464_at	5.539716611
247533_at	4.205507718
255806_at	4.340640302
246631_at	10.10679232
251640_at	11.15448308
247452_at	5.878020502
262421_at	4.771449678
247166_at	6.44634493
259172_at	5.403963462
251704_at	9.958110722
253292_at	7.152311093
264512_at	5.624667662
249021_at	5.213224425
259979_at	9.948981088
255504_at	8.621506432
254408_at	5.704520052
253284_at	9.836213095
247261_at	9.045581337
257407_at	7.199869597
