ID_REF	VALUE
258947_at	7.632011277
252411_at	7.273760229
259629_at	5.753311816
261037_at	6.253100644
258606_at	7.971874169
263783_at	9.558315626
262536_at	9.164652956
264153_at	6.533257785
255795_at	6.262429483
261191_at	6.772228262
256526_at	6.818688626
248322_at	6.136516528
250257_at	7.812028071
263800_at	7.123397861
253048_at	5.278744755
249230_at	7.463167444
260656_at	10.75676423
248327_at	6.811063756
261470_at	9.540111999
250796_at	6.143350342
256057_at	6.278373269
264435_at	6.784541255
262745_at	9.361928504
249983_at	9.031219429
252084_at	6.288708538
249918_at	9.745538924
256442_at	7.407306761
256049_at	7.16347584
261488_at	6.927179433
253386_at	9.662036888
266545_at	8.472302719
250435_at	6.676269976
266821_at	8.343213823
247455_at	5.795446973
263760_at	7.956267744
251884_at	7.780804879
264597_at	6.32229118
249264_s_at	6.197505162
260982_at	7.356293368
258025_at	6.03356181
256076_at	8.617753272
262085_at	6.313201135
262383_at	8.891545824
245018_at	7.865292393
248282_at	5.950444216
267169_at	6.794797864
267069_at	9.132030204
252648_at	7.005383954
265853_at	6.759845024
265075_at	9.308013107
247848_at	6.634727627
267005_at	7.695111647
260744_at	8.454727176
246075_at	4.99624895
251744_at	7.627505785
253643_at	10.40929052
266800_at	10.53350859
265741_at	6.839670934
256856_at	6.520600219
245866_s_at	9.319938858
259791_at	5.661797056
249417_at	8.330570806
266455_at	7.113556492
259927_at	5.919545675
247215_at	6.959786664
249197_at	6.774541172
256763_at	8.158788847
260046_at	6.301321462
254255_at	3.94046966
247694_at	7.678632166
252181_at	9.448454195
266600_at	5.955880612
249932_at	4.719283985
264096_at	5.263392011
253859_at	7.517147063
252353_at	4.707764429
250075_at	7.358226632
254120_at	10.45315216
250098_at	8.354564304
251820_at	7.972356948
264434_at	8.064474972
247773_at	4.495522714
248873_at	5.215876182
254075_at	7.068519103
258495_at	6.871845564
250149_at	6.472904012
249002_at	6.956078227
260227_at	9.310357603
253632_at	5.821440164
267411_at	7.739903481
260155_at	8.398205673
259428_at	5.140663159
260876_at	6.851908508
249410_at	3.689995086
260481_at	10.77217922
252053_at	9.894648819
245776_at	7.102460401
251054_at	5.16658515
265276_at	8.579484626
264232_at	7.070639968
251507_at	6.513064339
247789_at	7.173106399
246226_at	8.208681918
252688_at	4.381045057
257954_at	5.064208608
252906_at	8.776499173
260696_at	6.048461239
262160_at	6.724615202
261476_at	8.635089785
251969_at	7.137812019
260769_at	5.582449193
246303_at	6.606185564
247208_at	8.289502895
251603_at	6.615358368
255599_at	7.024043369
260201_at	6.291511312
245840_at	5.8253506
261405_at	9.097902826
265742_at	7.257160667
247431_at	10.65458359
246927_s_at	4.741554111
249493_at	6.049079034
256009_at	6.343225089
267580_at	5.617486792
248978_at	7.823805755
261017_at	5.576365414
263533_at	7.283446104
267288_at	7.436994673
264758_at	9.619584325
252924_at	7.568283922
264954_at	8.209539749
258804_at	5.705895008
249191_at	4.100905176
248316_at	5.369492898
249719_at	10.19210947
247101_at	9.100849756
265713_at	5.647438521
257666_at	5.964524024
260399_at	7.058375751
251774_at	7.413195819
253962_at	4.118335909
265841_at	8.368243084
244998_at	8.690338975
254111_at	4.437521276
247693_at	8.069626464
264000_at	10.43748128
250676_at	10.36875389
253693_at	8.493382873
249928_at	8.456528367
253039_at	8.885435122
246429_at	5.886082394
254580_at	7.793152651
255884_at	6.288306995
266017_at	11.28439234
262105_at	7.951467846
260406_at	6.317083877
254256_at	6.829995727
252060_at	7.117425101
246108_at	8.839532127
248199_at	8.90252822
257919_at	7.771614799
261143_at	10.81847314
265648_at	9.524023938
263442_at	4.728896015
249903_at	6.994447305
255360_at	8.670696996
247177_at	8.03495012
261474_at	5.697839873
252378_at	5.547647116
264704_at	6.316876548
264289_at	10.22701539
261648_at	9.994068301
264728_at	7.799616361
259445_at	8.311198536
251336_at	9.311153209
253951_at	8.025558021
258792_at	10.06440997
259137_at	9.830238727
248821_at	7.233155357
259325_at	6.118247651
255900_at	7.461652005
265869_at	4.725919665
263452_at	4.856858562
262823_at	9.105054088
247913_at	6.952094859
247290_at	6.174826118
249691_at	7.837328381
264041_at	3.706252292
266316_at	10.74586763
264852_at	8.088512675
246313_at	3.70503646
247279_at	10.2790762
250415_at	5.0599315
266071_at	6.116724171
253489_at	9.021586781
259418_at	5.116369269
266658_at	8.98410417
262549_at	4.8965378
258621_at	6.010748468
255842_at	5.488322388
245711_at	9.550000211
256050_at	8.796187647
258295_at	8.949547391
266620_at	5.551411877
253891_at	8.483281278
253628_at	10.27901143
249423_at	4.928987618
253827_at	7.641050582
245797_at	6.311622158
256884_at	4.57598884
250335_at	9.272071735
255764_at	8.524458155
260581_at	5.946689453
266867_at	6.419687701
267537_at	8.070720308
261394_at	4.172200831
252652_at	7.436243097
248190_at	5.913240633
266246_at	7.497214869
258251_at	9.927072926
260068_at	3.90369713
263182_at	9.512115529
259753_at	4.731288338
260673_at	7.96915847
254520_at	6.083450634
247393_at	6.524268593
259179_at	4.736377962
251979_at	4.024405931
252179_at	5.678491635
251745_at	10.13341222
265632_at	5.85593169
248870_at	8.336694388
254432_at	9.519952304
252979_at	8.414575946
265732_at	8.641561877
262945_at	7.324529115
245632_at	6.703655925
254545_at	7.367198495
249747_at	6.42161054
246495_at	7.051889836
263478_at	9.976880287
247426_at	8.615039818
261545_at	7.825672565
254291_at	9.271851687
253956_at	6.152556982
265184_at	9.038479841
263471_at	6.921847056
245514_at	7.008657696
252878_at	9.064042575
252489_at	5.393199898
265682_at	4.232203194
256837_at	5.461746572
258394_at	8.825024246
256792_at	3.49802374
257794_at	7.566814517
247891_at	5.908723152
265959_at	7.604705985
259015_at	9.81515497
259160_at	5.121047248
261938_at	8.132553242
252908_at	8.844992455
265737_at	9.393201098
252131_at	8.61197453
253965_at	5.156806834
263915_at	5.286873386
245936_at	7.159380445
257827_at	5.298841631
263918_at	4.364696903
254125_at	4.698893758
257083_s_at	5.661828066
255844_at	7.09515373
250323_at	9.424999343
251544_at	7.031182248
256046_at	8.580624684
259448_at	3.838232401
247137_at	9.093518611
264008_at	9.498173602
262801_at	8.325100485
251143_at	6.343930852
253455_at	10.01243025
257999_at	6.154171661
252533_at	5.922480423
