ID_REF	VALUE
258947_at	6.367642969
252411_at	5.997719371
259629_at	4.934654597
261037_at	4.571153035
258606_at	6.360447776
263783_at	6.84577863
262536_at	8.156036177
264153_at	6.039742363
255795_at	5.649296463
261191_at	5.868979195
256526_at	5.879277041
248322_at	5.175024251
250257_at	7.179665292
263800_at	6.226233358
253048_at	5.055495323
249230_at	7.299893543
260656_at	9.680046689
248327_at	6.179628399
261470_at	7.894094181
250796_at	4.766243277
256057_at	6.027287463
264435_at	6.723856397
262745_at	8.022268042
249983_at	7.204581573
252084_at	4.9075776
249918_at	8.191113848
256442_at	6.09804542
256049_at	6.695042444
261488_at	6.729107385
253386_at	9.404291669
266545_at	7.941854242
250435_at	5.25768693
266821_at	6.505382928
247455_at	5.202316477
263760_at	7.689617413
251884_at	6.359555025
264597_at	5.964999854
249264_s_at	4.276822928
260982_at	7.524376322
258025_at	5.668980972
256076_at	8.484793034
262085_at	5.972674934
262383_at	8.018626437
245018_at	7.284149874
248282_at	4.90912067
267169_at	7.024136442
267069_at	7.513082916
252648_at	5.755664243
265853_at	5.563686857
265075_at	8.380274951
247848_at	5.565086124
267005_at	7.355480353
260744_at	7.652436977
246075_at	4.709025446
251744_at	7.483844452
253643_at	8.625246147
266800_at	9.623683803
265741_at	6.310732333
256856_at	6.515378451
245866_s_at	8.408288919
259791_at	4.89435948
249417_at	6.317401297
266455_at	6.44614218
259927_at	5.627198026
247215_at	6.614243624
249197_at	5.136166529
256763_at	6.732055843
260046_at	4.726512832
254255_at	3.689133365
247694_at	7.348120309
252181_at	9.021093239
266600_at	5.548393568
249932_at	4.469512059
264096_at	4.794279853
253859_at	6.998062199
252353_at	4.553323342
250075_at	6.93022106
254120_at	8.944195557
250098_at	7.033939252
251820_at	7.56189873
264434_at	6.514621243
247773_at	3.759780256
248873_at	4.575651199
254075_at	6.489832867
258495_at	6.73896602
250149_at	5.639465571
249002_at	6.719289144
260227_at	8.220290728
253632_at	5.200867216
267411_at	7.210559829
260155_at	8.088100775
259428_at	3.916525082
260876_at	6.561159044
249410_at	3.547175474
260481_at	10.94327952
252053_at	8.495292155
245776_at	6.716633218
251054_at	4.686846947
265276_at	7.974040132
264232_at	6.238048107
251507_at	5.735333311
247789_at	5.665860031
246226_at	8.126869286
252688_at	4.078384002
257954_at	4.716740632
252906_at	7.707502375
260696_at	5.552397078
262160_at	6.338288714
261476_at	6.200335221
251969_at	6.639435631
260769_at	5.113393242
246303_at	6.202075348
247208_at	6.358897358
251603_at	5.925780788
255599_at	5.925867939
260201_at	5.792435779
245840_at	5.210277112
261405_at	8.078853505
265742_at	6.455918035
247431_at	10.3195549
246927_s_at	4.021417013
249493_at	5.50311123
256009_at	5.310473893
267580_at	5.176216489
248978_at	6.769582336
261017_at	6.02344162
263533_at	7.102818804
267288_at	7.464240651
264758_at	8.717023865
252924_at	7.618343187
264954_at	8.000710265
258804_at	5.295954948
249191_at	3.753823941
248316_at	4.781874036
249719_at	9.14307392
247101_at	9.27772441
265713_at	4.932584594
257666_at	5.748240016
260399_at	5.864106102
251774_at	6.433877456
253962_at	3.77663529
265841_at	7.46136202
244998_at	8.607753252
254111_at	3.841611208
247693_at	7.502237984
264000_at	8.68993509
250676_at	9.460627495
253693_at	8.034327615
249928_at	7.223765929
