ID_REF	VALUE
258947_at	6.493023945
252411_at	6.938771095
259629_at	4.999762957
261037_at	4.171732403
258606_at	6.444218852
263783_at	6.959563616
262536_at	8.454156501
264153_at	6.218224491
255795_at	6.157639254
261191_at	5.722283863
256526_at	4.578534517
248322_at	5.353120305
250257_at	7.689845437
263800_at	6.087118624
253048_at	4.989348793
249230_at	7.621010882
260656_at	9.615128369
248327_at	5.836961017
261470_at	7.270848943
250796_at	5.007541157
256057_at	5.997953291
264435_at	6.892908155
262745_at	8.086338447
249983_at	7.235947505
252084_at	4.770037032
249918_at	8.175566596
256442_at	5.881307129
256049_at	7.197546444
261488_at	6.539955353
253386_at	9.23066813
266545_at	8.091093331
250435_at	5.556219475
266821_at	5.603330947
247455_at	5.819365736
263760_at	8.09752419
251884_at	5.903441751
264597_at	6.494887709
249264_s_at	3.949131245
260982_at	8.387158197
258025_at	5.912480641
256076_at	9.188803572
262085_at	6.244125453
262383_at	8.194541849
245018_at	8.052079371
248282_at	5.448025616
267169_at	7.142407275
267069_at	6.992587365
252648_at	5.756935796
265853_at	4.963342423
265075_at	8.499109288
247848_at	5.401405642
267005_at	7.673608523
260744_at	7.498935117
246075_at	5.575136327
251744_at	7.862725171
253643_at	8.089913784
266800_at	10.04449077
265741_at	6.130136589
256856_at	6.98711848
245866_s_at	8.350518212
259791_at	5.486179172
249417_at	6.259705706
266455_at	6.118775277
259927_at	5.253682263
247215_at	6.852129427
249197_at	5.087214393
256763_at	6.213237553
260046_at	4.77747003
254255_at	3.432087058
247694_at	7.283319316
252181_at	9.45791854
266600_at	5.855141631
249932_at	4.447649832
264096_at	5.191410532
253859_at	6.341195097
252353_at	4.298257018
250075_at	7.19959891
254120_at	8.580113215
250098_at	7.124969364
251820_at	8.135322262
264434_at	6.198917321
247773_at	3.773290113
248873_at	4.959373214
254075_at	6.262295182
258495_at	6.727854931
250149_at	5.18087508
249002_at	7.021686808
260227_at	8.45450664
253632_at	4.914100721
267411_at	6.668469649
260155_at	8.352822299
259428_at	3.843721021
260876_at	7.016897728
249410_at	3.311889343
260481_at	10.89341389
252053_at	8.126065129
245776_at	7.572841688
251054_at	4.502701078
265276_at	7.505305476
264232_at	6.4399958
251507_at	5.466356551
247789_at	5.518152185
246226_at	8.438397928
252688_at	4.358206506
257954_at	4.910023379
252906_at	7.187402164
260696_at	5.634150229
262160_at	7.045054052
261476_at	6.215150717
