Reporter Identifier	VALUE
1	0.135613155
2	0.229348175
3	0.170077634
4	0.533932673
5	0.000000000
7	1.250677943
8	0.721465464
9	1.363277160
10	3.185197532
11	0.232509190
13	0.185420250
14	1.140116556
15	0.420339357
16	0.880753686
17	1.005748047
19	0.348921251
21	0.829357810
22	0.601625256
23	2.084047082
25	0.186129404
26	0.463987132
27	1.550976677
28	1.281284801
29	0.273946166
31	0.172588023
32	1.081110404
34	0.774366458
35	0.650570673
37	0.342340378
38	0.965506212
39	0.542711171
40	0.319642379
41	0.958454104
43	0.557072827
44	0.960892069
45	0.778530864
46	1.073113715
47	0.615191600
49	0.022209962
50	6.543520591
51	1.287122659
52	0.669747896
56	0.457155529
57	1.323788740
58	0.567975699
59	0.565269758
61	0.303444504
62	0.987316629
63	0.559650083
64	0.793087807
67	0.863683146
68	0.139196259
69	0.232943476
70	0.401714694
71	0.405720578
73	0.331056079
74	0.537576500
75	0.928929624
76	0.813196985
77	3.362369555
79	0.242146708
80	0.748132371
81	0.861377866
82	1.454431412
83	0.338323138
85	3.852756715
86	1.366490633
87	0.264861225
88	0.705655875
91	0.251843630
92	0.689894631
94	1.150583859
98	0.648212402
99	0.495387844
100	0.519170215
101	0.413043652
103	0.545521672
104	0.295465906
106	0.111802842
107	0.850688168
110	1.063783072
111	1.332572914
113	0.219756450
116	0.484601895
117	0.228659733
119	0.571516769
121	1.257247376
122	0.658920949
123	0.000000000
124	0.938958454
125	0.712574194
126	0.000000000
128	1.514913861
131	0.000000000
133	2.596368734
134	0.229984937
135	0.487828989
136	0.199666443
137	0.225966774
139	0.679226441
141	1.565197299
142	0.287635236
143	0.627297978
144	0.000000000
149	0.645885196
151	0.426883945
152	0.948741167
153	0.836363694
154	0.365228386
155	0.605184060
156	0.000000000
157	0.878577865
158	0.321491901
159	2.174076545
160	3.613682048
161	0.312385085
162	0.000000000
163	0.604267174
166	1.133184926
167	0.809657460
168	0.000000000
169	0.537280342
170	0.000000000
171	1.014713653
172	0.577485484
173	0.691839959
174	0.000000000
175	0.874161232
178	0.441010833
179	0.263615811
183	0.574177105
184	0.000000000
185	6.995294199
190	0.440182098
191	0.730642226
192	0.000000000
194	0.377926373
195	0.642780023
196	0.894976568
197	0.687040378
198	0.000000000
199	0.133585835
200	0.244706283
201	0.387893866
202	0.599129016
203	0.191462488
205	0.586620009
206	0.805378835
207	0.755660883
208	0.000000000
209	0.000000000
210	0.000000000
211	0.591128824
212	0.772164365
213	1.076578337
214	0.909199404
215	0.419537103
217	1.817921222
219	0.854852394
220	0.948874395
221	0.177194128
222	0.000000000
223	0.450386112
224	0.000000000
225	1.054781044
227	0.659710302
230	1.824288431
232	1.298671376
233	0.200218101
234	0.000000000
235	0.611526864
236	0.949571047
237	1.067399574
238	1.384634901
239	0.298694896
243	0.000000000
244	2.003676526
245	0.972498215
246	0.000000000
247	0.862193224
248	0.927820484
249	0.563703135
250	0.715424662
251	4.718206890
253	0.833070630
254	0.360592266
255	0.393725753
256	0.988627349
257	1.191313656
259	0.295883877
260	0.602678138
261	0.619738230
262	0.902601425
263	0.943375100
265	15.765032680
266	0.490863259
267	1.291898538
268	0.703216553
271	1.587097689
272	1.271472481
273	0.760699575
274	0.569235235
277	0.964799475
279	0.420902248
280	0.798424101
281	0.293843934
283	0.531827317
284	0.837377664
286	1.663168779
287	1.305187741
289	0.156802701
290	0.797637725
291	0.387634544
292	0.403680862
295	1.411562326
296	1.676894243
297	0.665686632
299	0.643957650
301	0.723793369
302	1.812441765
303	0.195841018
304	1.201498498
307	0.844571327
308	0.687864995
310	0.512006305
311	2.419105072
313	0.480731695
314	0.976691975
315	0.640751014
317	0.215511403
319	0.406414124
320	0.374907976
322	0.795611470
323	0.518097112
325	1.112528948
326	0.442276622
327	0.741594614
328	1.288871204
329	1.064382014
331	0.703909913
332	0.658202463
333	0.777226119
334	0.556213020
335	0.957237044
337	0.749233175
338	0.543811921
339	1.094713114
343	1.330226863
344	1.096719820
345	0.136193638
347	0.303256241
349	1.076964877
350	0.471473169
351	0.862593616
352	0.643774218
353	0.658013962
355	0.765327009
356	0.825546924
357	1.373702510
358	1.533346790
359	1.216790646
361	0.377127037
363	0.000000000
364	0.695388877
365	0.573020839
368	0.520838015
369	1.928635418
370	0.738731461
371	6.396472771
373	0.644886440
374	0.479715999
376	6.493885159
377	0.531022316
379	1.186385285
380	0.758980829
381	0.736360565
382	0.775945364
386	1.415522542
387	0.674056866
388	0.920294640
392	0.637192145
393	0.459502557
394	0.528612823
395	0.911112753
396	0.000000000
398	0.638786976
399	0.651900156
400	0.330218966
401	1.113647401
402	0.000000000
403	0.791975969
404	0.659900864
406	0.523698502
407	0.382660049
408	0.000000000
409	0.688346380
410	1.367138083
411	2.017718937
412	0.104302089
413	0.439359525
414	0.000000000
415	0.702196512
416	0.407520901
417	0.389340625
418	0.000000000
419	0.638199766
420	0.000000000
421	1.387597515
422	0.870849972
423	0.849876371
424	0.320955998
425	0.566360520
