Reporter Identifier	VALUE
1	0.245125411
2	0.114990789
3	0.147920891
4	0.510441735
5	0.021431884
7	2.046959408
8	0.143070800
9	1.807311876
10	0.335689788
11	0.040877885
13	0.090367715
14	0.449649795
15	0.004489697
16	0.887858798
17	0.583194564
19	0.285470661
21	0.824116376
22	0.333206713
23	1.304619123
25	0.349797348
26	0.102260687
27	0.742888028
28	0.122442740
29	0.208688294
31	0.265739838
32	0.465497328
34	0.317417598
35	0.155405152
37	0.772347501
38	0.121830200
39	0.104695718
40	0.158407455
41	0.103327189
43	0.525506605
44	0.071147722
45	0.194838223
46	0.309049478
47	1.447411130
49	0.559250110
50	0.620466832
51	0.056486628
52	0.366197648
56	0.133115985
57	0.763194568
58	0.295981636
59	0.066202637
61	0.261162964
62	0.673015887
63	0.260129961
64	0.303375179
67	3.318323767
68	0.230683754
69	0.237720858
70	0.441804025
71	0.136302855
73	0.262679540
74	0.060017186
75	0.440878425
76	0.249964795
77	2.345430570
79	0.219839940
80	0.246934158
81	0.991555297
82	0.084019375
83	0.092260677
85	12.474975620
86	1.287267162
87	0.252680052
88	0.000000000
91	0.111262205
92	0.121247322
94	0.964762530
98	0.480320286
99	0.327070872
100	0.195746970
101	0.696470405
103	0.205485376
104	0.000000000
106	0.069313685
107	0.000000000
110	0.204832311
111	1.227232107
113	0.321201736
116	0.034966537
117	0.041014695
119	0.073545607
121	0.269043415
122	0.234621939
123	0.000000000
124	0.458565776
125	0.111034031
126	0.000000000
128	3.278105097
131	0.000000000
133	4.879742422
134	0.386964295
135	0.245212958
136	0.058287313
137	0.116470757
139	0.146047498
141	0.083026652
142	0.366449433
143	0.195706412
144	0.000000000
149	0.140527907
151	0.391064593
152	0.553438596
153	0.345842125
154	0.140522094
155	0.237615237
156	0.000000000
157	0.006850947
158	0.122057220
159	0.793895708
160	14.505725550
161	0.026314080
162	0.000000000
163	0.132289012
166	0.512230178
167	0.494967511
168	0.005372043
169	0.168640239
170	0.000000000
171	0.263345531
172	0.613517685
173	0.163816747
174	0.000000000
175	1.110001519
178	0.406995072
179	0.140135566
183	0.229771007
184	0.000000000
185	1.307539883
190	0.124025721
191	0.086896505
192	0.000000000
194	0.103506601
195	0.436196478
196	0.331391597
197	0.109948944
198	0.000000000
199	0.376897622
200	0.242663311
201	0.357635500
202	0.184784218
