Reporter Identifier	VALUE
1	0.265883603
2	0.213225231
3	0.136610742
4	0.346610157
5	0.037065449
7	2.146526686
8	0.257666986
9	1.868842991
10	0.387365083
11	0.139900439
13	0.174458350
14	0.439326010
15	0.039767137
16	0.866186843
17	0.670992644
19	0.550252433
21	0.904187901
22	0.302160467
23	1.359341844
25	0.487920481
26	0.017820458
27	0.804275592
28	0.249204591
29	0.106141318
31	0.265734116
32	0.302202182
34	0.411470834
35	0.153066296
37	0.970627474
38	0.163950837
39	0.220529867
40	0.149780014
41	0.180945045
43	0.586106074
44	0.162701873
45	0.268898128
46	0.196506890
47	1.592666911
49	0.655604238
50	0.572294646
51	0.103349043
52	0.266788247
56	0.168880885
57	0.915085553
58	0.320763784
59	0.070777970
61	0.390395987
62	0.666278584
63	0.249162181
64	0.430073553
67	3.459264286
68	0.269030924
69	0.295695202
70	0.458749361
71	0.115586936
73	0.234087064
74	0.074318424
75	0.468119885
76	0.332067119
77	2.126884337
79	0.287139372
80	0.136165788
81	0.713423737
82	0.171291698
83	0.097613216
85	11.273280490
86	1.232421820
87	0.155811763
88	0.000000000
91	0.134577015
92	0.079516346
94	1.011553392
98	0.409327121
99	0.220720904
100	0.098086865
101	0.712976150
103	0.000000000
104	0.000000000
106	0.031218072
107	0.000000000
110	0.140323558
111	1.288204466
113	0.308600725
116	0.021888033
117	0.059092887
119	0.180489988
121	0.161835511
122	0.221657986
123	0.000000000
124	0.286112963
125	0.109089241
126	0.047968939
128	2.837922355
131	0.000000000
133	5.315936914
134	0.265723088
135	0.264026169
136	0.115967659
137	0.102375025
139	0.387824384
141	0.105916179
142	0.200423517
143	0.188206366
144	0.000000000
149	0.113073256
151	0.406765020
152	0.492244968
153	0.284415820
154	0.083215613
155	0.231618592
156	0.000000000
157	0.127640812
158	0.199506391
159	0.693061672
160	14.562752160
161	0.049402084
162	0.000000000
163	0.111201436
166	0.413460599
167	0.290617522
168	0.000000000
169	0.031384797
170	0.000000000
171	0.215178231
172	0.640955087
173	0.137962201
174	0.000000000
175	0.731234959
178	0.412404029
179	0.113113907
183	0.492419500
184	0.000000000
185	1.069215062
190	0.119908719
191	0.062070094
192	0.000000000
194	0.084839548
195	0.379998584
196	0.514458868
197	0.234276168
198	0.000000000
199	0.358093763
200	0.087934508
201	0.318037569
202	0.259579768
203	0.076991913
205	0.229551199
206	0.850777293
207	0.235963951
208	0.000000000
209	0.000000000
210	0.000000000
211	0.138335568
212	0.081142689
213	1.065070460
214	0.945669644
215	0.142108837
217	6.638776046
219	0.885538399
220	0.170883636
221	0.000000000
222	0.000000000
223	0.272891391
224	0.013169382
225	0.269417774
227	0.080234569
230	0.428850802
232	0.688665747
233	0.353265370
234	0.000000000
235	0.087809719
236	0.104887235
237	0.305100993
238	0.521332465
239	0.075936312
243	0.009668437
244	1.037795768
245	0.316715882
246	0.000000000
247	1.386216730
248	0.083599863
249	0.309339990
250	0.245191927
251	0.181588572
253	1.113717282
254	0.169014334
255	0.138094459
256	0.772093586
257	0.363919620
259	0.852257837
260	0.010729302
261	0.519672064
262	0.000000000
263	0.449640021
265	99.999999999
266	0.000000000
267	0.000000000
268	0.000000000
271	4.496872891
272	0.103099608
273	0.179242727
274	0.159964285
277	4.286740754
279	0.185118784
280	0.747553227
281	0.012797637
283	0.450801809
284	0.386926593
286	0.085794599
287	0.468367750
289	0.418910857
290	0.540878982
291	0.203267008
292	0.225597236
295	0.538246898
296	1.514783791
297	0.326938178
299	0.563627460
301	0.246830462
302	1.539172601
303	0.088399369
304	0.512065249
307	0.005285679
308	0.248026790
310	0.023990221
311	6.308477586
313	0.365024639
314	0.982844993
315	0.525974447
317	0.115535468
319	0.188131775
320	0.192130855
322	0.226499733
