Reporter Identifier	VALUE
1	0.220769711
2	0.360488964
3	0.385915093
4	0.657584166
5	0.000000000
7	1.823539182
8	0.996257238
9	1.983083139
10	5.139073865
11	0.313061987
13	0.262738715
14	1.412262430
15	0.598621541
16	1.463201643
17	1.301891050
19	0.342222502
21	1.000892774
22	0.723135221
23	3.318549858
25	0.257560743
26	0.609706654
27	2.159449031
28	1.633112291
29	0.409228218
31	0.256876999
32	1.556781431
34	1.107543090
35	0.831469895
37	0.563465543
38	1.125826235
39	0.556684575
40	0.418980840
41	1.113673812
43	0.780246418
44	0.935711429
45	0.925164193
46	1.403233409
47	0.863596304
49	0.068266589
50	11.292402340
51	1.229627210
52	0.973598692
56	0.591645384
57	1.708750088
58	0.653353936
59	0.690425634
61	0.257414816
62	1.047120675
63	0.336575923
64	0.473696009
67	1.729471251
68	0.351170052
69	0.803105412
70	1.966709131
71	1.006120659
73	0.405607443
74	0.626393806
75	1.067709236
76	1.047946118
77	3.305486970
79	0.285112025
80	0.901215241
81	1.018170870
82	1.676133746
83	0.407185395
85	4.811222491
86	1.346959617
87	0.332856423
88	0.618065218
91	0.223251566
92	0.687179157
94	1.524994891
98	0.661434823
99	0.495473681
100	0.530804577
101	0.496787594
103	0.498375996
104	0.282572108
106	0.200164489
107	1.020448399
110	1.297924653
111	1.871194698
113	0.235212092
116	0.401319124
117	0.282578440
119	0.484031973
121	1.294777003
122	0.752789282
123	0.000000000
124	0.451206521
125	0.630782329
126	0.000000000
128	0.812582947
131	0.000000000
133	7.370775195
134	0.703858760
135	1.813601096
136	0.912451509
137	1.119813626
139	0.367564222
141	0.495255009
142	0.157370735
143	0.263347260
144	0.000000000
149	0.208715941
151	0.292223267
152	0.671618793
153	0.396669935
154	0.297720957
155	0.355410773
156	0.000000000
157	0.302870144
158	0.219908418
159	0.780815360
160	4.185402065
161	0.120676589
162	0.000000000
163	0.419983268
166	0.479633488
167	0.472997136
168	0.000000000
169	0.329463805
170	0.000000000
171	0.474880951
172	0.362597230
173	0.379351729
174	0.000000000
175	0.647430369
178	0.501411001
179	0.099188800
183	0.363418635
184	0.000000000
185	6.040438569
190	0.177642331
191	0.569289235
192	0.000000000
194	0.211281237
195	0.357739143
196	0.463597564
197	0.533516892
198	0.000000000
199	0.400694862
200	0.567768661
201	0.995986177
202	1.186607221
203	0.593997459
205	0.456868138
206	0.828782602
207	0.587021785
208	0.000000000
209	0.000000000
210	0.000000000
211	0.360890278
212	0.401742381
213	0.466450526
214	0.520278208
215	0.190492394
217	1.388874638
219	0.558328852
220	0.345167239
221	0.128391970
222	0.000000000
223	0.212385302
224	0.000000000
225	0.591409761
227	0.261686090
230	1.221413143
232	0.662878046
233	0.165156013
234	0.000000000
235	0.232021671
236	0.410378298
237	0.535616442
238	0.665216352
239	0.152027009
243	0.000000000
244	1.194763450
245	0.579126533
246	0.000000000
247	0.709855906
248	0.596432714
249	0.324205092
250	0.399886745
251	2.629286873
253	0.287817556
254	0.255698517
255	0.153039511
256	0.467534669
257	0.510614237
259	0.580948125
260	0.889302834
261	1.025779983
262	1.594621546
263	1.616765687
265	27.841464750
266	0.792406607
267	1.775476257
268	1.091087799
271	2.657784023
272	2.208311423
273	1.221447133
274	0.930915163
277	1.661177966
279	0.676465090
280	1.346960155
281	0.461381986
283	0.737091857
284	1.278906555
286	2.359113091
287	1.877276768
289	0.096169520
290	0.788877725
291	0.286534642
292	0.249632325
295	1.494593067
296	1.557820569
297	0.661601128
299	0.694507716
301	0.661283428
302	1.793466991
303	0.197704661
304	1.133070256
307	0.773318303
308	0.638607696
310	0.502724685
311	2.819445597
313	0.423735324
314	0.974226156
315	0.597139601
317	0.301975992
319	0.310927084
320	0.334745569
322	0.842118233
323	0.468444708
325	1.304512765
326	0.449242187
327	0.750801499
328	1.318053751
329	1.032713294
331	0.844493851
332	0.592748461
333	0.617207068
334	0.710408584
335	0.882294129
337	0.692530211
338	0.461311150
339	1.167967930
343	1.118143046
344	0.969025273
345	0.131156301
347	0.267681979
349	0.889276050
350	0.397988743
351	0.961636197
352	0.595441737
353	0.664557854
355	0.264821304
356	0.388144486
357	0.512586908
358	0.411585718
359	0.418055510
361	0.309802749
363	0.000000000
364	0.827838435
365	0.527547293
368	0.448565097
369	1.798464899
370	0.867859716
371	7.804332180
373	0.748737811
374	0.469523865
376	7.104417197
377	0.593026568
379	1.466476701
380	0.863163310
381	0.814613030
382	0.824021151
386	1.628535443
387	0.741547625
388	1.128425282
392	0.724060087
393	0.484787834
394	0.540534859
395	0.740119092
396	0.000000000
398	0.813866108
399	0.720692936
400	0.332991638
401	1.274535900
402	0.000000000
