ID	logFC	P.Value
261745_at	-0.343013727	0.033041293
261746_at	1.33150767	0.049592394
261747_at	-0.269985565	0.257562727
261748_at	0.098503213	0.349220176
261749_at	-0.099126069	0.614689566
261750_at	-0.132925574	0.551014633
261751_at	0.885502133	0.09167185
261752_at	0.727931612	0.632589601
261753_at	0.001149775	0.995904757
261754_at	0.317820108	0.258667019
261755_at	0.04606542	0.91593502
261756_at	0.013271255	0.889850039
261757_at	-0.147565338	0.567439819
261758_at	-0.511052722	0.063120399
261759_at	0.325519886	0.669606831
261760_at	-0.345581246	0.536433207
261761_at	-0.498951162	0.031354809
261762_at	0.629041219	0.468170781
261763_at	0.210513988	0.519911552
261764_at	0.004055323	0.981073735
261765_at	-0.646237556	0.014162976
261766_at	0.469135428	0.739304627
261767_s_at	-0.365671605	0.181573197
261768_at	-0.591166828	0.068467014
261769_at	1.101568833	0.261054882
261770_at	-0.576025049	0.045297369
261771_at	0.161527349	0.476273146
261772_at	-0.783251116	0.037776139
261773_at	0.663386899	0.069558731
261774_at	-0.300821642	0.170781841
261775_at	-2.424181176	0.06069216
261776_at	0.999766258	0.123786988
261777_at	-2.199465498	0.136880783
261778_at	-0.128755284	0.604733825
261779_at	0.334681162	0.309581358
261780_at	-0.643168711	0.076833627
261781_at	-0.721522195	0.049712521
261782_at	1.39488061	0.284380564
261783_at	-0.357008629	0.346681814
261784_at	0.010583907	0.965929145
261785_at	0.050635228	0.812414562
261786_at	0.028838266	0.903100708
261787_at	-0.155397193	0.47515409
261788_at	1.599747711	0.119242914
261789_at	-0.092362239	0.484087859
261790_at	-0.461800403	0.101683132
261791_at	0.197556851	0.474235729
261792_at	-0.57896064	0.053449382
261793_at	1.090436707	0.081766647
261794_at	-0.830259156	0.007867478
261795_at	0.07305422	0.773800101
261796_at	-0.580851432	0.13595907
261797_at	0.590935768	0.598863633
261798_at	-0.318382759	0.379414906
261799_at	0.874899627	0.295396101
261800_at	-0.09146803	0.703800632
261801_at	0.036416807	0.921973713
261802_at	-0.372025177	0.176289583
261803_at	0.494514821	0.074328758
261804_at	0.177954726	0.743393904
261805_at	-0.2208455	0.03231407
261806_at	-0.41270491	0.030864532
261807_at	-0.037763806	0.765319396
261808_at	-0.033733167	0.841632445
261809_at	-0.662258205	0.071283466
261810_at	-0.527726524	0.00964828
261811_at	-0.6676093	0.130695095
261812_at	-0.195495289	0.29552368
261813_at	0.294648768	0.43553685
261814_at	0.90502073	0.091607265
261815_at	-0.503636392	0.048280129
261816_at	0.18191788	0.692786554
261817_at	0.297387241	0.277403635
261818_at	-0.587415188	0.214392828
261819_at	0.39016903	0.40464416
261820_at	-0.711048838	0.137625259
261821_at	1.179214714	0.069885866
261822_at	-0.33365565	0.03847883
261823_at	-0.465833607	0.031699012
261824_at	0.358288356	0.182731328
261825_at	0.199051062	0.572830876
261826_at	-0.321919722	0.099177229
261827_at	-0.252262979	0.21960591
261828_at	-0.141688347	0.111922161
261829_at	0.252419101	0.513242711
261830_at	-0.638730209	0.238621587
261831_at	-0.419509099	0.103253026
261832_at	0.130732397	0.455922497
261833_at	0.020819455	0.89530838
261834_at	-0.560252711	0.724170798
261835_at	-0.198493985	0.580987125
261836_at	-0.678183989	0.464950896
261837_s_at	-0.210856391	0.234145829
261838_at	-0.314057097	0.137555324
261839_at	-0.339476619	0.151738353
261840_at	-0.19167513	0.480732021
261841_at	-0.056432686	0.801007623
261842_at	-0.104254574	0.821642018
261843_at	-0.01885755	0.848551416
261844_at	-0.618951651	0.154247134
261845_at	0.324321883	0.506099829
261846_at	-0.368279501	0.11715822
261847_at	0.034659973	0.965927841
261848_at	1.346136181	0.257053908
261849_at	-1.7994339	0.071363386
261850_at	-1.07683711	0.309862278
261851_at	-0.255319433	0.382488373
261852_at	0.174323907	0.332731532
261853_at	-0.620153855	0.067910617
261854_at	-0.270219261	0.200971209
261855_at	-0.004575253	0.988502168
261856_at	1.475534724	0.332902571
261857_at	-0.4226088	0.116336442
261858_at	-0.17308798	0.440105916
261859_at	-0.395017735	0.037863959
261860_at	0.21764512	0.198868551
261861_at	1.481070152	0.055937636
261862_at	-0.430103689	0.200411192
261863_at	-0.099525853	0.573420914
261864_s_at	-0.120744654	0.389032089
261865_at	-0.14231436	0.172001686
261866_at	-0.088515482	0.528105838
261867_at	0.022950257	0.841656609
261868_s_at	-0.317672062	0.258236461
261869_at	-0.665550116	0.638923515
261870_at	0.366181066	0.40838554
261871_at	-0.134257801	0.331846468
261872_s_at	-0.872150302	0.025857229
261873_at	0.013323887	0.961281564
261874_at	0.3174653	0.145342178
261875_at	0.179273666	0.891569317
261876_at	0.236231688	0.436285083
261877_at	-0.206724301	0.542088175
261878_at	-0.558391915	0.010996745
261879_at	-0.898149148	0.016483536
261880_at	-0.41849979	0.003386088
261881_at	-0.816376684	0.358976291
261882_at	0.114608749	0.55596217
261883_at	-0.544873876	0.031039031
261884_at	-0.294203653	0.213693989
261885_at	-0.340645646	0.003854488
261886_s_at	-0.049825748	0.618714785
261887_at	-0.274702339	0.216653728
261888_at	0.067223185	0.55312164
261889_at	-0.994928857	0.14310631
261890_at	0.503805946	0.335554822
261891_at	-0.440150939	0.048340047
261892_at	0.677985965	0.034510987
261893_at	-0.300213655	0.212706096
261894_at	-0.054785783	0.497692844
261895_at	-0.227800771	0.163907455
261896_at	0.229693812	0.223553199
261897_at	-0.086660418	0.663478544
261898_at	-0.585923223	0.025570143
261899_at	0.468494304	0.304540374
261900_at	0.27059631	0.131561171
261901_at	0.20207474	0.069716021
261902_at	0.205651325	0.036228928
261903_at	-1.221468696	0.335069895
261904_at	-0.20697754	0.096138489
261905_at	-0.098007465	0.664381307
261906_at	-0.066520219	0.837109495
261907_at	-0.977148137	0.202950056
261908_at	0.196071817	0.847037262
261909_at	-0.257817799	0.230613281
261910_at	-1.750915397	0.197524287
261911_at	-0.152725788	0.457872838
261912_s_at	-2.27762015	0.113368598
261913_at	-0.826023654	0.292401125
261914_at	1.509894573	0.181249418
261915_at	-0.803467181	0.168996975
261916_at	-0.404812702	0.173388588
261917_at	0.166281475	0.655679738
261918_at	-1.302113651	0.602544615
261919_at	-0.324211248	0.049449368
261920_at	-0.135651887	0.112871755
261921_at	-0.477448374	0.191964761
261922_at	-1.481392354	0.382061798
261923_at	-0.159421633	0.744105585
261924_at	-0.377095159	0.276089168
261925_at	-0.518989876	0.178698539
261926_at	-0.02161667	0.927965745
261927_at	-0.109376022	0.531549275
261928_at	0.084529042	0.565213481
261929_at	-1.006518288	0.021190931
261930_at	-0.384126207	0.036039375
261931_at	0.729048658	0.143720601
261932_at	-0.52350702	0.707056286
261933_at	-0.448012411	0.003345824
261934_at	0.944885072	0.197943905
261935_at	-0.034396502	0.843777379
261936_at	-0.24333733	0.755234015
261937_at	0.403460923	0.241775942
261938_at	0.452996868	0.058597405
261939_at	0.075637913	0.375931163
261940_at	-0.14756436	0.468760588
261941_at	0.054498122	0.915551406
261942_at	1.947906171	0.048553647
261943_at	0.262512446	0.840036268
261944_at	-0.427969027	0.029318546
261945_at	-0.876791457	0.012861171
261946_at	-1.005810909	0.180537822
261947_at	0.021970921	0.927122782
261948_at	1.808500609	0.027165024
261949_at	0.483018164	0.358598361
261950_at	-0.581596491	0.037752044
261951_at	-0.30151997	0.356682757
261952_at	0.14175183	0.62505231
261953_at	-0.335260801	0.018188721
261954_at	1.406424944	0.031720237
261955_at	0.055962784	0.679529604
261956_at	-0.62179264	0.19548248
261957_at	-0.366406269	0.157446794
261958_at	1.792040157	0.023920629
261959_s_at	-1.68733875	0.374591286
261960_at	0.326936286	0.703558911
261961_at	-0.903224172	0.338250709
261962_s_at	-0.416284191	0.614724792
261963_at	-1.457488607	0.469025777
261964_at	-0.968305318	0.452486439
261965_at	2.216354479	0.260086443
261966_x_at	1.4665369	0.393021787
261967_at	-0.001788073	0.998344928
261968_at	-0.200901349	0.554892655
261969_at	0.052616787	0.806735345
261970_at	0.454906163	0.003859429
261971_at	-0.901503762	0.503606708
261972_at	-0.790480619	0.007101606
261973_at	0.740419874	0.091406927
261974_at	-0.327945768	0.222806682
261975_at	-0.492929899	0.126234355
261976_at	1.128563388	0.387501881
261977_at	0.55015118	0.555326979
261978_at	0.05058642	0.987187373
261979_at	0.805437638	0.007492172
261980_at	-0.265250871	0.879924645
261981_at	1.311266883	0.036468167
261982_at	0.44268569	0.010054468
261983_at	-0.832843254	0.25260187
261984_at	2.824926797	0.290414623
261985_at	-1.809997841	0.027103488
261986_s_at	-0.119325938	0.828344073
261987_at	0.287563811	0.694430021
261988_at	-0.089831779	0.782457964
261989_at	-0.26841876	0.697858878
261990_at	-0.365505004	0.078712622
261991_at	-0.562998276	0.181181027
261992_at	-0.25974105	0.054770204
261993_at	0.396675793	0.437660092
261994_at	2.231115009	0.119565731
261995_at	1.036819302	0.617312453
261996_at	0.175021108	0.857828737
261997_at	-0.412779908	0.806406317
261998_at	0.120561594	0.758445203
261999_at	-0.715863233	0.005639276
262000_at	0.423314513	0.33365814
262001_at	0.322656803	0.354812962
262002_at	-0.771479497	0.381129224
262003_at	-0.154805866	0.428766785
262004_at	-0.588268103	0.075737395
262005_at	0.062181472	0.668493101
262006_at	-0.524619557	0.071830291
262007_at	-0.456720341	0.136100197
262008_s_at	-3.216600537	0.06285753
262009_at	0.40649561	0.73710671
262010_at	-0.452619183	0.333584744
262011_at	-0.122184068	0.847568866
262012_s_at	-0.401626605	0.274234308
262013_s_at	-1.756740284	0.123712088
262014_at	-0.249624302	0.306208688
262015_at	-2.012652379	0.086740867
262016_at	-0.31119995	0.237416382
262017_at	-0.788924758	0.061013688
262018_at	-0.37260391	0.486728467
262019_s_at	0.073530405	0.948786313
262020_at	0.512483425	0.761716092
262021_at	-0.797304072	0.152619448
262022_at	-0.068496512	0.919440249
262023_at	0.29642774	0.777174802
262024_at	-0.27755525	0.18808105
262025_at	-0.023427578	0.924253894
262026_at	-0.23768109	0.194224246
262027_at	-2.014949366	0.139371224
262028_at	-0.262749462	0.133620693
262029_at	1.459451947	0.030926232
262030_s_at	-0.188435877	0.899917257
262031_x_at	0.110232785	0.9258253
262032_at	-1.91259029	0.268247896
262033_at	-0.309443375	0.83711095
262034_at	1.926597942	0.084042647
262035_at	-0.998933787	0.558899689
262036_at	-0.359419669	0.546717275
262037_at	-1.295522756	0.596756131
262038_at	-0.457127397	0.081387864
262039_at	-0.217419545	0.420338455
262040_at	1.565571857	0.236107632
262041_at	-0.512251457	0.139276309
262042_at	0.718393845	0.389632332
262043_at	0.000253569	0.997173907
262044_s_at	-0.48391637	0.153855677
262045_at	-0.152971886	0.651259049
262046_at	0.172679601	0.793633314
262047_at	-0.406272095	0.199378171
262048_at	-0.041966163	0.640887058
262049_at	-0.637356872	0.071384303
262050_at	1.1032516	0.290530308
262051_at	-0.401216043	0.037769114
262052_at	-0.668871646	0.011869641
262053_at	-0.351938181	0.096506115
262054_s_at	-0.514298424	0.022684045
262055_at	-0.00221631	0.983409465
262056_at	-0.383265481	0.216327748
262057_at	0.097725058	0.307795399
262058_at	-0.037028224	0.701296819
262059_at	0.425206688	0.161156654
262060_at	-0.945748244	0.043643353
262061_at	0.080072857	0.722929508
262062_s_at	-0.609215793	0.045950297
262063_at	-0.417154262	0.018102184
262064_at	-0.427299543	0.010788081
262065_at	0.308553288	0.085111909
262066_at	-0.350419636	0.00796142
262067_at	-0.232406028	0.537560003
262068_at	-0.454050051	0.042129377
262069_at	-1.817677383	0.334440459
262070_at	-0.162652531	0.321293067
262071_at	-0.149969307	0.793080011
262072_at	0.162184782	0.207532634
262073_at	0.051156374	0.948963374
262074_at	1.543926263	0.22582677
262075_at	-0.317836736	0.082266173
262076_at	-0.299983249	0.00269789
262077_at	-0.375505238	0.019843247
262078_at	-0.332214184	0.148882269
262079_at	0.109511599	0.674738532
262080_at	-0.068261735	0.680994954
262081_at	-0.398926757	0.167158867
262082_s_at	0.001298219	0.994722135
262083_at	0.872550453	0.211186989
262084_at	-0.328761761	0.063780924
262085_at	1.639329495	0.014504588
262086_at	-0.092795335	0.876670307
262087_at	-0.09580034	0.961754037
262088_at	-0.293521889	0.028372506
262089_s_at	0.524250226	0.034878372
262090_at	-0.333301708	0.065513941
262091_at	0.038994501	0.966830072
262092_at	0.617122459	0.287870948
262093_at	-0.454448347	0.192247731
262094_at	-0.283572565	0.25713489
262095_at	-0.057118372	0.744472996
262096_at	-0.659369365	0.00721418
262097_at	-0.202354376	0.60913326
262098_at	0.114812235	0.571538169
262099_s_at	-0.120140126	0.388765146
262100_s_at	-1.214699693	0.020256562
262101_at	-0.548936228	0.271103497
262102_at	-0.542187341	0.550238307
262103_at	0.337429428	0.653327355
262104_at	0.356783039	0.368842571
262105_at	0.797394743	0.03397875
262106_at	-0.526154146	0.109863306
262107_at	0.183375178	0.180462768
262108_at	-0.289529301	0.456881929
262109_at	-0.151591889	0.402875081
262110_at	-0.265960506	0.026811849
262111_at	0.226565804	0.165931374
262112_at	-0.314292508	0.047518986
262113_at	0.854395514	0.228152042
262114_at	-0.148810309	0.383277977
262115_at	-1.246795738	0.185060336
262116_at	0.09746441	0.44053252
262117_at	-0.259766344	0.036301134
262118_at	0.333949191	0.043504681
262119_s_at	0.825682241	0.013169545
262120_at	-0.0339883	0.921854118
262121_at	0.257844304	0.833491633
262122_at	-3.046037189	0.006516496
262123_at	0.011853585	0.992948136
262124_at	0.039201324	0.796048501
262125_at	-1.91038882	0.182315465
262126_at	-0.654309012	0.386381469
262127_at	0.508645152	0.389152575
262128_at	-0.727673927	0.554555774
262129_at	-0.056486044	0.840696791
262130_at	-0.482999653	0.002398594
262131_at	-0.111326316	0.271673604
262132_at	-0.672657801	0.234291826
262133_at	-0.343639129	0.217852849
262134_at	0.278971667	0.007529921
262135_at	0.009323317	0.951223151
262136_at	-0.427166026	0.352820153
262137_at	-0.536458164	0.021038018
262138_at	-1.001418534	0.040095338
262139_at	-1.979122048	0.205297074
262140_at	0.53554433	0.669431729
262141_s_at	-2.154053105	0.109459383
262142_at	0.015568958	0.968086107
262143_at	-0.196720825	0.450985224
262144_at	-0.083119714	0.883360346
262145_at	-0.466245517	0.014491728
262146_at	-0.498179256	0.067743855
262147_at	-0.194068351	0.647402929
262148_at	-0.231713325	0.29143426
262149_at	0.39450178	0.698525874
262150_at	-0.45388513	0.265659362
262151_at	1.901050502	0.102807692
262152_s_at	2.017494833	0.233526647
262153_at	0.378582954	0.278362476
262154_at	0.171749207	0.410590021
262155_at	-0.069911558	0.741738627
262156_at	0.162927537	0.840032606
262157_at	-0.15075388	0.582934087
262158_at	-0.479633018	0.180622354
262159_at	-0.408959242	0.05711658
262160_at	1.055178195	0.032428669
262161_at	-0.126968241	0.171427135
262162_at	0.831895114	0.022546422
262163_at	0.24080862	0.172087113
262164_at	0.54465389	0.10445403
262165_at	0.543028668	0.048371192
262166_at	-0.402937527	0.084860274
262167_at	-0.593391832	0.258246671
262168_at	1.521297822	0.02088103
262169_at	0.265943938	0.152507949
262170_at	0.233644405	0.364902127
262171_at	-0.182229067	0.391179142
262172_at	1.285526114	0.063603646
262173_at	-0.09296299	0.464750081
262174_at	0.379239353	0.096818544
262175_at	2.044603469	0.025157715
262176_at	0.445786158	0.020430113
262177_at	0.126697762	0.313134479
262178_at	0.350228026	0.208066957
262179_at	0.078861391	0.917912721
262180_at	-0.003475944	0.98096128
262181_at	-0.502878676	0.089291859
262182_at	0.148226612	0.81009552
262183_at	-0.035869688	0.905771045
262184_at	-1.247241057	0.472058209
262185_at	-0.732760079	0.664670045
262186_at	-1.06481687	0.107921492
262187_at	-1.860254444	0.236826448
262188_at	-0.766692172	0.037820792
262189_at	0.149641661	0.603092928
262190_at	-0.732917229	0.501122778
262191_at	0.517618712	0.779074292
262192_at	-0.946679715	0.255726643
262193_at	-0.364755634	0.077102709
262194_at	0.269958945	0.182386461
262195_at	0.081870918	0.347950562
262196_at	-0.559138225	0.681359676
262197_at	-0.305559714	0.062681422
262198_at	-0.884620969	0.005891435
262199_at	0.187398667	0.48240592
262200_at	-0.480418609	0.069388374
262201_at	-0.106205892	0.750883051
262202_at	1.064528453	0.058101572
262203_at	-0.115647322	0.598849042
262204_at	-0.295296532	0.110406622
262205_at	0.013339548	0.958337051
262206_at	-0.010226763	0.960042758
262207_at	-0.130211538	0.116374386
262208_at	-0.944850096	0.002814454
262209_at	-0.477423259	0.020302909
262210_at	-0.518372127	0.060666336
262211_at	0.468506142	0.387284363
262212_at	2.311009454	0.089547576
262213_at	-0.352117848	0.41853503
262214_at	-0.230336759	0.579155844
262215_at	0.357010024	0.308759936
262216_at	0.043118812	0.870635104
262217_at	0.30562881	0.672531411
262218_at	-0.465185403	0.140208262
262219_at	-0.494831696	0.344015878
262220_at	-0.066917608	0.658772585
262221_at	-0.394629451	0.343409792
262222_at	-0.157036663	0.533584936
262223_at	-0.322907831	0.139247957
262224_at	0.365732259	0.307381036
262225_at	0.122233358	0.524757961
262226_at	-0.676288557	0.028950371
262227_s_at	-0.300518299	0.039837939
262228_at	-0.088871271	0.714517129
262229_at	-0.39340064	0.094478925
262230_at	-0.420765068	0.127208291
262231_at	0.202915185	0.275598824
262232_at	1.24330607	0.210271242
262233_at	-0.468078421	0.101002406
262234_at	-0.308147487	0.107932213
262235_at	1.37907489	0.044085499
262236_at	-0.885901484	0.058522807
262237_at	0.525920882	0.0723814
262238_at	0.169503808	0.310401719
262239_at	-0.450272702	0.075847025
262240_at	-0.521863243	0.735663348
262241_at	-1.103732143	0.402258896
262242_at	-0.125238182	0.480419906
262243_at	0.941735564	0.441033622
262244_at	-0.332009173	0.088635203
262245_at	-0.177489849	0.442723447
262246_at	-0.526448212	0.055136634
262247_at	-0.075639838	0.709797137
262248_at	0.010618299	0.943509778
262249_at	-0.27221165	0.369972821
262250_at	0.26999029	0.255801128
262251_at	0.070566886	0.323477158
262252_at	-0.838880775	0.490796571
262253_s_at	-0.425583243	0.028208502
262254_at	-0.642470596	0.178847558
262255_at	-0.432206509	0.167499198
262256_at	-0.864780239	0.479791768
262257_at	-0.179028517	0.662230762
262258_at	-0.098120305	0.215349961
262259_s_at	0.496263941	0.308114844
262260_at	-0.429764968	0.010119639
262261_at	0.592510531	0.081891082
262262_at	0.053748222	0.769461909
262263_at	0.109757543	0.033518959
262264_at	-0.121495069	0.693961236
262265_at	0.103540873	0.837288351
262266_at	-0.422683478	0.583358701
262267_at	-3.118085101	0.030736168
262268_at	-1.372052923	0.388898
262269_at	1.163843369	0.301237779
262270_x_at	0.383919318	0.452057292
262271_x_at	0.329668989	0.644478058
262272_at	0.066870006	0.507302385
262273_at	-0.63603883	0.112925057
262274_at	-0.648075622	0.041688332
262275_at	-0.420900561	0.227843876
262276_at	-1.591628625	0.22058158
262277_at	-0.392173157	0.07552407
262278_at	-0.689028897	0.112405049
262279_at	0.129067762	0.727238684
262280_at	0.266258873	0.25904611
262281_at	0.566224316	0.213941291
262282_at	-1.826539814	0.040783891
262283_at	0.942140678	0.204897847
262284_at	0.214965892	0.421474596
262285_at	0.187747638	0.195493645
262286_at	0.56214998	0.100659664
262287_at	0.911331692	0.006623717
262288_at	1.885582462	0.032338867
262289_at	-0.287083013	0.231603577
262290_at	1.757567242	0.069376373
262291_at	-0.039994224	0.851798773
262292_at	-0.611769143	0.013757592
262293_at	2.634766224	0.044443866
262294_at	-0.208234959	0.568297863
262295_at	-0.258152361	0.028319306
262296_at	-0.286153228	0.129752724
262297_at	-0.151964816	0.352791786
262298_at	-0.039605406	0.811503078
262299_at	-0.288001513	0.054556278
262300_at	-0.749612708	0.581494996
262301_at	0.474987947	0.476013246
262302_at	-1.299443493	0.289770834
262303_at	-0.009721316	0.967981314
262304_at	0.023237551	0.795721661
262305_at	-0.429624862	0.25803644
262306_s_at	-0.436205811	0.030138489
262307_at	0.241090443	0.663708187
262308_at	-0.346282353	0.043462056
262309_at	1.223226559	0.472350121
262310_at	-0.011171994	0.980272269
262311_at	-0.248811001	0.488968037
262312_at	1.13748824	0.040132174
262313_at	-0.215092808	0.067420321
262314_at	0.333733326	0.154086756
262315_at	-0.72235803	0.073982918
262316_at	-0.275627967	0.276669614
262317_at	-0.629181565	0.046063595
262318_at	-0.550741249	0.04320019
262319_s_at	0.39001718	0.221398682
262320_at	-0.810025689	0.538647285
262321_at	-2.084639515	0.136731863
262322_at	-0.003080616	0.984308452
262323_at	-0.485489677	0.032386353
262324_at	-0.008587186	0.995753362
262325_at	-0.067541553	0.687355221
262326_at	-0.028790436	0.874320656
262327_at	0.280489395	0.808140664
262328_at	0.381373188	0.7124187
262329_at	-0.036914968	0.690144511
262330_at	0.416529769	0.466357647
262331_at	-0.657934678	0.035168677
262332_at	-3.315926552	0.005853823
262333_at	0.539382009	0.178994215
262334_at	0.142749852	0.742276266
262335_at	-1.194668498	0.252766403
262336_at	-0.275592449	0.240409677
262337_at	-0.354230176	0.566581371
262338_at	0.286407979	0.190014
262339_at	-0.291301284	0.209350295
262340_at	0.177204031	0.374789965
262341_at	-0.232769448	0.123806892
262342_at	0.267508834	0.668358876
262343_at	0.230825821	0.089559627
262344_at	-0.440895106	0.18433138
262345_at	-0.324116557	0.139129793
262346_at	-0.30914175	0.155699871
262347_at	0.02139717	0.954370084
262348_at	-0.137627176	0.286095163
262349_at	-0.766830418	0.020568745
262350_at	-0.114056392	0.511008373
262351_at	-0.342422425	0.022007816
262352_at	-2.084737485	0.070161377
262353_at	-1.108451391	0.117348969
262354_at	-0.134604421	0.240220768
262355_at	-0.148567315	0.515784243
262356_at	-0.00107652	0.999405181
262357_at	0.233545632	0.632317703
262358_at	-0.252970058	0.846109413
262359_at	-1.481251285	0.304744577
262360_at	0.21205421	0.217526003
262361_at	-0.64730818	0.011680036
262362_at	-0.53632895	0.06920048
262363_at	-0.671559406	0.055094457
262364_at	-1.006746359	0.127108431
262365_at	-0.60057555	0.040071648
262366_at	0.317043869	0.017207212
262367_at	0.383673045	0.007943828
262368_at	0.628196337	0.214692593
262369_at	0.014022685	0.924104873
262370_at	0.502273605	0.070420199
262371_at	0.203375906	0.675957203
262372_at	-0.203668498	0.639817349
262373_at	1.646605657	0.040068865
262374_s_at	1.753769436	0.041251654
262375_at	-0.29308865	0.149146516
262376_at	0.186310602	0.483748039
262377_at	1.351827237	0.023757021
262378_at	-0.60899974	0.174504454
262379_at	0.257837663	0.412496592
262380_at	-0.397104619	0.141794412
262381_at	1.764075357	0.001917818
262382_at	0.803293301	0.154575783
262383_at	1.275756363	0.010864722
262384_at	0.437042266	0.25664751
262385_at	1.198233106	0.147266244
262386_at	0.6418924	0.399425938
262387_s_at	-0.414340862	0.19050198
262388_at	-0.413963369	0.067139083
262389_at	-0.000775742	0.999213786
262390_at	0.176105185	0.662056223
262391_at	-0.690606767	0.005305057
262392_at	-0.644094756	0.134727101
262393_at	-0.851375308	0.252459763
262394_at	0.179458962	0.320083402
262395_at	-0.368418479	0.099385141
262396_at	-0.028341081	0.94771012
262397_at	0.089115546	0.816110428
262398_at	-0.758811974	0.044054272
262399_at	-0.176011497	0.522403741
262400_at	0.315549753	0.175283979
262401_at	0.077573645	0.389970143
262402_at	-0.515368228	0.141958593
262403_s_at	-0.408364178	0.843104648
262404_at	-0.015509867	0.977462038
262405_at	0.470743948	0.523447104
262406_at	-0.279129471	0.555093108
262407_at	-0.434497429	0.108836002
262408_at	0.50654289	0.094503554
262409_at	0.889916889	0.052793434
262410_at	0.211708035	0.325808383
262411_at	0.603767686	0.108762408
262412_at	1.05517033	0.028784718
262413_at	0.30866516	0.36140628
262414_at	-0.053730482	0.885324168
262415_at	-0.611756919	0.004508109
262416_at	-0.708460841	0.062148072
262417_at	0.466053213	0.019321259
262418_at	0.976944068	0.073258794
262419_at	-0.233521853	0.154887698
262420_at	-0.228053489	0.063267813
262421_at	0.546201238	0.071086334
262422_at	0.1628605	0.154856329
262423_at	0.322854649	0.77251868
262424_at	0.125918014	0.840904575
262425_at	-0.35624694	0.392091385
262426_s_at	0.006720054	0.948201984
262427_s_at	-1.1148337	0.05496803
262428_at	0.076828342	0.76722892
262429_at	-2.574228744	0.063341054
262430_s_at	-0.360010681	0.022670183
262431_at	0.07375718	0.944430489
262432_at	-0.219964645	0.078239646
262433_s_at	-0.516342786	0.023431267
262434_at	-0.17718919	0.542616045
262435_at	-0.344466511	0.847721743
262436_at	-1.052500679	0.212528768
262437_at	1.376395339	0.473053495
262438_at	-0.48066477	0.006150962
262439_at	0.502167403	0.50076451
262440_at	-0.250998799	0.078683027
262441_at	-0.143418011	0.512344941
262442_at	-0.031018831	0.702025432
262443_at	-0.258200426	0.3948154
262444_at	-0.416640951	0.086880034
262445_at	-0.457174579	0.618073037
262446_at	-0.421963944	0.253128708
262447_at	-1.735480844	0.343035689
262448_at	-0.365986255	0.605355307
262449_at	-0.475261044	0.106493607
262450_at	0.020724241	0.929805679
262451_at	-0.641404448	0.091952211
262452_at	0.781619216	0.3322786
262453_at	-0.229370113	0.12536248
262454_at	-0.734121608	0.080415629
262455_at	0.031247429	0.739624478
262456_at	-0.03319243	0.865016574
262457_at	0.001019296	0.993721701
262458_at	-0.006220216	0.966544221
262459_at	-0.145267077	0.751564583
262460_s_at	-0.916665708	0.033345684
262461_at	-0.389957225	0.335231807
262462_at	-1.483033728	0.237910027
262463_at	-0.348382482	0.179479694
262464_at	1.118287591	0.415602032
262465_at	-0.747961126	0.53637719
262466_at	-0.716393688	0.053009674
262467_at	-0.71116194	0.012330767
262468_at	-0.457143618	0.012501651
262469_s_at	0.346073639	0.72717794
262470_at	0.469074727	0.371463884
262471_at	-0.190526977	0.503215034
262472_at	0.731861092	0.629468364
262473_at	0.246381837	0.474171619
262474_at	0.1199052	0.808445701
262475_at	-1.721566151	0.350166533
262476_at	0.134446119	0.41411944
262477_at	-0.638589056	0.166900183
262478_at	-0.05753438	0.747885895
262479_at	-0.146257391	0.873519554
262480_at	0.487688707	0.289946476
262481_at	0.090696137	0.49203759
262482_at	0.280489595	0.542568988
262483_at	0.04219647	0.89664671
262484_at	-0.282955098	0.019403959
262485_at	-0.678185559	0.045242184
262486_at	-0.402977633	0.130333516
262487_at	-0.531263694	0.001123822
262488_at	0.767735265	0.07641807
262489_at	0.102321406	0.820535789
262490_at	0.352274594	0.377824057
262491_at	0.323490231	0.586755653
262492_at	-0.486555268	0.180541094
262493_at	-0.576078381	0.072901478
262494_at	0.553479271	0.308621344
262495_at	-0.059227272	0.746123315
262496_at	-0.26529937	0.276684439
262497_at	-0.235829753	0.049902542
262498_at	-0.187471028	0.439111664
262499_at	0.070135116	0.689812399
262500_at	-0.090015925	0.663470384
262501_at	0.017498095	0.760766367
262502_at	0.322197721	0.32465762
262503_at	0.317805458	0.244669368
262504_at	-0.596736267	0.006578303
262505_at	0.431127991	0.056331932
262506_at	0.274593332	0.009798363
262507_at	0.974470868	0.020904296
262508_at	2.182643328	0.070519712
262509_at	2.384763754	0.000991699
262510_at	-0.083259351	0.694748409
262511_at	0.663891709	0.169603128
262512_at	0.051452846	0.738725393
262513_at	-0.173566412	0.409716718
262514_at	-0.163452034	0.38578379
262515_at	0.064219582	0.658052389
262516_at	-0.585154091	0.150587445
262517_at	-0.682629114	0.145569203
262518_at	-0.553624213	0.047494719
262519_at	-0.18379256	0.499440046
262520_at	0.14306331	0.911940469
262521_at	-0.833273154	0.063322351
262522_at	0.509990457	0.027132938
262523_at	-0.287257677	0.025247154
262524_at	-0.325520522	0.026522249
262525_at	-0.141730434	0.391670145
262526_at	-0.103762181	0.525291247
262527_at	-1.985199621	0.115082246
262528_at	0.620410546	0.426044795
262529_at	0.115204648	0.778257529
262530_at	-0.128380378	0.617136897
262531_at	0.667226683	0.071198929
262532_at	-0.526657219	0.016591573
262533_at	-0.143887049	0.552276561
