Probe	x
148	-0.771256216824822
149	1.01659851014933
150	-0.411680367317487
151	1.37467985159103
152	-0.785633574892721
153	-0.278960362174107
154	-0.544827920596552
155	0.744325686904
156	-0.449941405894014
157	1.20531571873503
158	-0.741329390831853
159	0.259868037618181
160	1.5498044503505
161	-1.18516265976066
162	-0.505410244421657
163	1.03022575802555
164	1.0085162353829
165	-2.98686253149453
166	-0.707795595457901
167	0.623209507658093
168	0.664102750688267
169	-1.06303086190126
170	-1.1859173477621
171	-0.258506632038273
172	-0.583365138513545
173	-0.755861388270441
174	0.616193297852597
175	-0.3854397894361
176	-0.327767896559719
177	-0.624370896452287
178	-0.652476090665767
179	-0.614485867150979
180	-0.94607307185853
181	-0.554962017450844
182	-1.3242721544607
183	0.897492832282352
184	1.03415616321421
185	-0.675252932266115
186	-0.82943356868263
187	-1.12854635275252
188	-0.397776917936655
189	-0.714162199905289
190	-0.657932533910089
191	-0.682465305739759
192	1.1160820522432
193	-0.588162807744267
194	1.70453413217064
195	0.467723023504437
196	-0.666402048793453
197	1.03762687809289
198	0.17845653802534
199	1.11418870611048
200	0.4528480074742
201	-0.739433493691928
202	-1.41024942555529
203	-0.547627968630046
204	1.37212869200577
205	-0.928390059359558
206	-0.37924771922555
207	-0.522816919172788
208	-0.864490434970186
209	-0.401721968150826
210	1.53456702297841
211	-0.460556221298624
212	0.699293713592141
213	-0.658173083724565
214	-0.526064590097858
215	1.61455466759164
216	-0.490276269554473
217	-0.501169584968794
218	2.27494122285417
219	-0.613562644625109
220	-0.83420028965294
221	1.36586821548698
222	-0.823955266455527
223	-0.690559112712696
224	-0.502831365457538
225	-0.460244297449169
226	-0.849588404329115
227	0.698010793107873
228	-0.924230139193298
229	-0.633398633479813
230	-0.458041256361053
231	0.824455708442644
232	-0.694110936437235
233	-0.599370584907484
234	-0.291122167977958
235	1.28016558893254
236	0.284844806416686
237	0.633771554009865
238	1.87818059784838
239	-1.23146544358415
240	0.332113925915966
241	-0.517184109950248
242	-1.03387250128017
243	-0.778692874762154
244	-0.632035087124464
245	-0.398730196191906
246	-3.64459627386185
247	2.0833354822602
248	-1.48508800680712
249	-0.572896030842371
250	-0.189092224042657
251	-0.951417216337374
252	-0.559845547218908
253	-0.283381175103866
254	-0.461734701686664
255	-0.439145415589206
256	0.346849293087288
257	-0.567964989282347
258	0.731694737408429
259	0.904239452055955
260	-1.33728949790262
261	0.325050529453378
262	-0.580058673888499
263	-1.18004201696204
264	-0.914956569219088
265	-0.772125548829214
266	-0.700239769870884
267	-4.30146267342641
268	1.24443974055717
269	-0.428351252235569
270	-1.02626188363798
271	-1.30741221460737
272	-1.24138651113941
273	-0.412561191747317
274	-0.481269149651792
275	-0.883012331527111
276	-0.237479268049315
277	-0.551866356598646
278	-0.78998838450514
279	-1.00601107494831
280	-0.306843748386681
281	0.995795466133119
282	-0.977208539868345
283	-0.691506267155642
284	2.13582134730746
285	-0.923794746662059
286	-0.703530437053743
287	1.03247643758391
288	-1.39939976393812
289	-0.640599910768914
290	-0.6315141161875
291	0.382282531758232
292	-0.739138723167311
293	-0.828256474480551
294	1.1111935731988
295	0.6308190148315
296	0.509565009818845
297	0.151590724030932
298	-1.14529901881881
299	-0.668679665811757
300	-0.477729569936445
301	-0.596177152719187
302	0.827984162582087
303	-0.518466591703652
304	0.825989550737263
305	-0.93268485039299
306	-0.485316223424336
307	-0.875714066626376
308	-0.85722561310304
309	-0.478324664405077
310	-1.19994049136387
311	-0.455746042422877
312	-0.590423637070861
313	1.19584631784519
314	-0.411378076575435
315	-0.75042164978435
316	-0.503814653514588
317	3.93524372762922
318	-0.523653317024337
319	0.862973063450816
320	-0.3043755999159
321	-0.670667403272805
322	-0.874084504214995
323	1.06902563974681
324	-0.523549791862829
325	-0.883532119657422
326	-0.409983032826855
327	-0.525650676918975
328	-0.314397352666299
329	0.602540995576293
330	-0.417198099698807
331	-0.505081320666278
332	-0.904291557202386
333	-2.65528718148961
334	-0.706006493364152
335	-1.04117297130369
336	1.61724129745843
337	-0.272033676663874
338	-0.887933993945285
339	-0.85546238629655
340	-0.333826622165695
341	-0.228459353150857
342	-0.343059577917195
343	-0.505212444758943
344	-0.902875530748002
345	-0.634155309951615
346	-0.414922134688373
347	0.470010005684052
348	0.791388756311692
349	1.12325615566861
350	-0.620505753115398
351	-0.727227329630199
352	-1.25868174287863
353	1.04614296367528
354	-0.518820359713326
355	-0.443913381694168
356	-0.707911206466006
357	-0.439664843919662
358	-0.919655074135004
359	0.650920180199673
360	-3.32024079509057
361	-0.435504263300608
362	-3.04285347153241
363	-0.808939789713301
364	0.494668147948234
365	-0.933584798984135
366	-0.980250990397142
367	-1.08727779328228
368	-0.667800433516447
369	-0.492892755454543
370	0.275394406232977
371	-1.5917895016765
372	-0.627129068232652
373	-0.625516172752102
374	-0.994541348724835
375	-1.57962151749527
376	-0.832703035224435
377	-1.21528152648456
378	-0.493901531232225
379	-0.2944234727756
380	-1.00131019627553
381	-0.627564976531302
382	1.27008942219555
383	-0.850083065357443
384	-1.36839767444697
385	-0.542377388680449
386	0.880945913305618
387	0.905434962527046
388	-0.872057107035861
389	0.668507050106005
390	-0.717523351982544
391	0.786342778591239
392	-0.369057026235974
393	-0.727954054530763
394	-0.648699957786825
395	-0.364779585572562
396	-0.47161965592244
397	-1.07320190738627
398	-0.517227890119528
399	-0.341981422574523
400	-0.546732715314118
401	-0.901376840302666
402	-0.319312600375968
403	-0.504084222550404
404	-0.49385114200796
405	-0.754927235907067
406	-0.669101643848317
407	-0.299732690651625
408	-0.601439766787491
409	-0.962047971346532
410	-1.03416038434611
411	-0.398136526312452
412	-0.461289675117502
413	0.721987496032105
414	-3.12716614750231
415	-0.942832313282026
416	-0.538878101878282
417	0.567655727327018
418	0.79021768020833
419	-0.494621866320916
420	-0.55986158693863
421	0.364681934011085
422	-0.715805417462883
423	-0.926604068796758
424	-0.610961257497856
425	-0.912984256514322
426	0.370144330003166
427	-0.616538945953018
428	-0.424937403629693
429	0.937467008538379
430	-0.486748565590755
431	-0.606233423636125
432	-0.80489907555109
433	-0.326381124413404
434	-0.23382151119703
435	-0.791924632422466
436	-0.359708740179366
437	-0.626893924924845
438	-0.372447185218842
439	-0.465542975524622
440	-1.44927790469607
441	-1.05627273632793
442	-0.648182453111786
443	-0.749585530827426
444	0.617043083334462
445	0.87223460379743
446	-0.519309045420681
447	-0.544839853383385
448	-0.434162354747533
449	0.597721031125439
450	-0.903854583214177
451	1.27061946367546
452	0.59329647120658
453	0.748258530340125
454	-0.442159922876376
455	-0.799155135815358
456	-0.513562069577812
457	-1.33915374202256
458	-0.443843256214041
459	-0.399781345605172
460	-0.947067707969225
461	-0.515637233056663
462	-0.360985543464556
463	-2.18760743468519
464	-0.74385438588074
465	-0.530275602237637
466	-0.77656259357596
467	-4.1207922404213
468	2.12518755966671
469	-1.72665309385384
470	-0.623054744467613
471	-0.805070130590154
472	-0.812602357292139
473	0.751753582582428
474	-3.70558317764053
475	-0.823012665949806
476	0.950778795062307
477	-0.495225929417946
478	-4.01650324215449
479	0.733358148582052
480	1.24324006236958
481	-0.612724409355504
482	-0.783087712016227
483	-0.361814669456351
484	-1.49022921715461
485	-0.569532029574952
486	-0.623217064508626
487	-0.636890030900027
488	1.66405988647512
489	-4.05922004446946
490	-0.485301184953636
491	-0.45879653797577
492	-0.653138377420294
493	-1.15276239037275
494	-0.671399603786052
495	-0.717436922534874
496	-0.475716795264931
497	0.548172744432869
498	-0.874597090194948
499	-0.282236294082916
500	-0.867553963116295
501	-0.596818449902369
502	-0.612838690621613
503	-0.385660654801844
504	0.327878362611056
505	-1.20856531507038
506	0.392122517492705
507	-0.692222600386703
508	0.93020382272703
509	-0.512889063914878
510	-0.965179969083191
511	-0.838277939463664
512	-0.645189339905432
513	0.480226292986892
514	0.90773560139014
515	-0.341423469253739
516	-0.654644646607116
517	-0.702599781753744
518	0.537337112332892
519	-0.527272433782952
520	-0.962037415238333
521	-0.203998893906821
522	-0.746719074048764
523	1.89399768537242
524	-0.989327016080484
525	-0.806590118062802
526	-0.383018554275056
527	-0.74093979047105
528	-0.166624994868149
529	-1.07348459168761
530	-0.383161580456795
531	-0.463117086553668
532	-0.29862274420366
533	-0.717646187410935
534	-0.342476339590398
535	-0.155367144559019
536	-0.803216896120796
537	2.18989666525435
538	-0.334155864616211
539	-0.747053283130644
540	-2.60672191192638
541	-0.666708286962368
542	-0.691523978647513
543	1.18517679458359
544	-0.770984998023968
545	-0.718442118078515
546	-0.67704031769588
547	-0.873758399191936
548	-0.350216463095901
549	3.1709656861803
550	-0.459116242968005
551	-0.727997347100624
552	1.24165476031231
553	-0.584630247455536
554	1.41025711831926
555	-0.533504632650004
556	-0.583021925129307
557	-1.1669726797848
558	-0.597827839329899
559	-0.484419145148761
560	-0.662734178047163
561	-0.465231318106181
562	0.56621673843178
563	-0.684895185549418
564	-0.812571565087781
565	0.534313922302234
566	0.772105548168854
567	-0.608216925553196
568	-0.513216962054136
569	1.05096206949804
570	-0.814429856259824
571	-0.750718108404586
572	-0.57842400683554
573	-0.642444182322745
574	-0.823374681805453
575	-0.482004400453006
576	1.75592440279835
577	-1.04044908543822
578	-0.841498111214804
579	-0.742173008834497
580	-0.397775217214521
581	1.21954720904378
582	1.01681176870687
583	0.616524284889721
584	-0.642350934800907
585	0.268327218833965
586	1.25933471311109
587	0.634161409825005
588	-0.48148546522143
589	-0.510068845289323
590	-0.364669421743139
591	-0.390612733732999
592	-1.11365113421862
593	0.707694687117804
594	-0.848873492334077
595	-0.733134344112624
596	0.816390199316874
597	-0.311801073741247
598	-0.402156417653064
599	0.945962421068174
600	3.03108281720919
601	0.474231485500921
602	-0.683681089986988
603	-0.433340885725755
604	-0.606165017682622
605	-0.538080540940317
606	-1.570790637258
607	1.82307824133873
608	-0.562314975552566
609	-0.512838912235374
610	0.782660449787786
611	-0.563493912214051
612	-0.613477311482779
613	0.514651064026253
614	-1.89950890117385
615	-0.853449316785747
616	-0.633548906556371
617	-0.931017613918025
618	-0.761042855502475
619	-0.261166876417301
620	-0.63274626700769
621	-0.469897503895943
622	-0.902077641521993
623	-0.663607054240964
624	-0.326560197686677
625	-0.616834351500586
626	0.927883450146792
627	-0.750146396136357
628	1.14649314341355
629	-0.363429070898521
630	-0.411613007280025
631	1.90935217412294
632	0.61877897896394
633	-0.68603668382015
634	-0.201702799463241
635	0.376781601501934
636	-1.13697064774008
637	-0.420059291283797
638	-0.848754854737932
639	-0.495138873097922
640	1.73071795331096
641	-0.801998031443976
642	-0.430343529624587
643	-0.683822861747824
644	0.817289067560926
645	0.475184378914924
646	-0.539468505147456
647	-0.606998343043346
648	2.46602479133517
649	-0.637303865623664
650	-0.830259156288985
651	-0.527726523573457
652	-0.418499790047129
653	-0.340645645796144
654	-0.448012411217062
655	0.454906162630532
656	-0.7904806190158
657	0.805437637593405
658	-0.715863233076863
659	-0.350419636440321
660	-0.29998324922364
661	-0.659369364638035
662	-3.04603718894209
663	-0.482999653019347
664	0.278971666585766
665	-0.88462096932465
666	-0.944850096045003
667	0.911331691614986
668	-3.315926551514
669	0.383673045442393
670	1.76407535652448
671	-0.690606767349913
672	-0.611756919417449
673	-0.480664770468191
674	-0.53126369429249
675	-0.596736266889019
676	0.274593332373861
677	2.38476375372015
678	2.06632246076793
679	1.46570271797084
680	-0.193013059692831
681	-0.747433200046162
682	-0.420763887510631
683	0.768789270084731
684	0.158476361913056
685	1.7911532303347
686	-0.633643779666274
687	-0.902625698326561
688	-0.621124029190408
689	-0.552542605832448
690	-0.789954797714184
691	-0.607755049449477
692	-0.459973207875916
693	1.18074462162229
694	-0.468202001041776
695	-1.16866496978163
696	-0.400400511693316
697	-0.854856454434956
698	-1.12254010896084
699	-2.33006128184388
700	-1.04603599569895
701	-0.687783537696634
702	-1.03438452364405
703	-0.303721072388422
704	-0.975160580234091
705	-0.533935555463629
706	-0.512746270428444
707	-0.899299593890551
708	-0.465314625534992
709	-0.47627806612223
710	-0.906213358226641
711	-0.659151943028221
712	0.590430478694849
713	-0.603027369071649
714	-0.930484664006551
715	-0.507914340560074
716	0.359763783093499
717	-0.855490938679943
718	-2.89359523420619
719	-0.942749650475234
720	-0.404389389528289
721	-0.395215216333835
722	-0.96189099811957
723	-0.456632521150516
724	0.924308775574906
725	1.82263250311483
726	-0.687559390549124
727	-0.591595704379079
728	-0.63400016664328
729	1.53769141885266
730	0.77790277989854
731	0.785016505867519
732	-0.278135788978199
733	0.501511804047521
734	-0.663837510377522
735	-2.27972907017318
736	-0.696364447239774
737	-0.42130891871529
738	-0.470749927653001
739	-0.6844208148522
740	1.06430570252389
741	0.157821843177429
742	3.13643138331442
743	-0.409808347738414
744	-0.823116666340256
745	-1.0464665261581
746	-0.601462522471003
747	-0.394057574328242
748	-0.750301149414433
749	-0.681762134482664
750	-0.773670233788454
751	-1.50550035229536
752	0.174152806822919
753	-0.914441287433015
754	-0.529134627334418
755	-0.798112998934181
756	-1.09531470052815
757	-0.958334561290173
758	-0.499855134196221
759	0.908844898346384
760	-1.11389778902533
761	-1.31870961908453
762	-0.707375839367598
763	-1.15893218055255
764	-1.09277393652109
765	0.482911473881416
766	0.501633945134285
767	-0.367471716173661
768	-0.287714443720219
769	0.465843797919226
770	-0.522547203396755
771	-0.768728826580018
772	-0.455912783269585
773	-0.911612253408678
774	0.692894939533536
775	0.939093807497053
776	0.844703661192552
777	0.530911038819277
778	-0.70940460669086
779	-0.555563596580704
780	-0.468146825721506
781	-0.450602698642914
782	-0.810346499332712
783	-0.673604402514249
784	1.15056235823624
785	1.36059628283713
786	-0.405406754446294
787	-0.729389484831494
788	1.25910706061137
789	0.785646953137713
790	-0.532546356871775
791	-1.09828751311023
792	-0.486831304130789
793	-0.53185553577029
794	-0.433408407238762
795	0.352452018885751
796	0.364016766089756
797	-0.424266542269546
798	-1.02135870636139
799	0.602119634361594
800	-0.991767944992708
801	0.394644356646282
802	1.20023498636419
803	-3.02727221990133
804	-2.62478402001418
805	-0.440126074147614
806	-0.557591565979671
807	-0.743205753801947
808	-0.345917696882886
809	-0.850962140454101
810	-0.251084585683781
811	-0.378375691894774
812	1.31294914949177
813	-0.487328699324872
814	-0.472203132937969
815	-0.945806804641697
816	1.48133080550418
817	-1.35057422226008
818	0.771720517943582
819	-0.500979733300788
820	-2.93950971977259
821	1.56946069765625
822	-0.422710990824431
823	-0.530308910467372
824	1.15580312563695
825	1.4160382935269
826	-0.901999927826878
827	-0.802812901060863
828	-0.653621419142386
829	-0.516132699175106
830	0.816631256834285
831	0.543526479131247
832	-0.539384315823504
833	0.95505273666145
834	-0.390069455224578
835	0.427516181693328
836	-0.61085237620641
837	0.196265154377285
838	0.526696044713168
839	1.66873467570896
840	-0.559767150414066
841	-0.223163413818098
842	0.692684585462881
843	-0.764234130257348
844	-0.469026284365416
845	1.64180783873321
846	-0.312788731672008
847	-0.50868089147627
848	-0.979637348070009
849	-0.412700597385205
850	-0.643697497244322
851	-1.35797587760716
852	-0.832526399888557
853	-3.52811404679492
854	0.726668944767316
855	-1.18769464267511
856	-1.44665384095422
857	-0.291291062846415
858	-0.681347835748481
859	-0.383590971276792
860	0.792676275365441
861	-1.19985944939056
862	1.44294066927557
863	-0.469239683728887
864	-0.533302544694488
865	-0.725382776545495
866	0.722291393298633
