Reporter Identifier	VALUE
AT1G02475_1	1671
AT1G02480_1	1692
AT1G02490_1	729
AT1G02500_1	20968
AT1G02510_1	344
AT1G02520_1	4985
AT1G02530_1	2567
AT1G02540_1	226
AT1G02550_1	60
AT1G02560_1	6677
AT1G02570_1	231
AT1G02580_1	138
AT1G02590_1	495
AT1G02600_1	623
AT1G02610_1	206
AT1G02620_1	311
AT1G02630_1	554
AT1G02630_2	329
AT1G02640_1	14543
AT1G02650_1	536
AT1G02660_1	8205
AT1G02670_1	899
AT1G02680_1	3039
AT1G02681_1	163
AT1G02690_1	9829
AT1G02700_1	253
AT1G02710_1	3096
AT1G02720_1	3232
AT1G02720_2	1085
AT1G02730_1	11101
AT1G02740_1	1759
AT1G02750_1	2550
AT1G02770_1	395
AT1G02780_1	17386
AT1G02790_1	158
AT1G02800_1	221
AT1G02810_1	7051
AT1G02813_1	339
AT1G02816_1	1585
AT1G02820_1	200
AT1G02830_1	87
AT1G02840_1	12054
AT1G02840_2	4834
AT1G02840_3	12284
AT1G02850_1	1506
AT1G02850_2	1143
AT1G02850_3	1385
AT1G02850_4	1215
AT1G02850_5	1283
AT1G02860_1	6470
AT1G02860_2	6146
AT1G02870_1	6204
AT1G02880_1	132
AT1G02880_2	101
AT1G02880_3	877
AT1G02880_4	894
AT1G02890_1	7179
AT1G02890_2	7313
AT1G02900_1	7126
AT1G02910_1	1478
AT1G02920_1	2228
AT1G02930_1	1757
AT1G02940_1	78
AT1G02950_1	6578
AT1G02950_2	6416
AT1G02950_4	5817
AT1G02952_1	1464
AT1G02960_1	4183
AT1G02960_2	3714
AT1G02960_3	2638
AT1G02965_1	234
AT1G02970_1	3074
AT1G02980_1	178
AT1G02990_1	1646
AT1G02990_2	2963
AT1G03000_1	4137
AT1G03010_1	1253
AT1G03020_1	999
AT1G03022_1	93
AT1G03030_1	1534
AT1G03040_1	10662
AT1G03050_1	136
AT1G03055_1	640
AT1G03055_2	367
AT1G03060_1	8605
AT1G03070_1	2914
AT1G03080_1	7046
AT1G03090_1	6514
AT1G03100_1	1511
AT1G03103_1	163
AT1G03106_1	146
AT1G03110_1	6023
AT1G03120_1	220
AT1G03130_1	1715
AT1G03140_1	5080
AT1G03150_1	2001
AT1G03160_1	2455
AT1G03160_2	322
AT1G03170_1	301
AT1G03180_1	1800
AT1G03180_2	247
AT1G03190_1	3540
AT1G03200_1	1237
AT1G03210_1	4530
AT1G03220_1	16486
AT1G03230_1	15777
AT1G03240_1	109
AT1G03250_1	3957
AT1G03260_1	4869
AT1G03270_1	1642
AT1G03280_1	4504
AT1G03290_1	4355
AT1G03300_1	1777
AT1G03310_1	2327
AT1G03320_1	254
AT1G03330_1	5290
AT1G03340_1	570
AT1G03350_1	8648
AT1G03360_1	4412
AT1G03370_1	1427
AT1G03380_1	5523
AT1G03390_1	212
AT1G03400_1	536
AT1G03410_1	3534
AT1G03420_1	2870
AT1G03430_1	3872
AT1G03440_1	3687
AT1G03445_1	291
AT1G03457_1	4481
AT1G03457_2	1935
AT1G03470_1	2555
AT1G03470_2	1540
AT1G03475_1	5540
AT1G03490_1	243
AT1G03495_1	1596
AT1G03502_1	1397
AT1G03506_1	836
AT1G03510_1	738
AT1G03520_1	1159
AT1G03520_2	1893
AT1G03530_1	7006
AT1G03540_1	1056
AT1G03550_1	4660
AT1G03560_1	2412
AT1G03570_1	597
AT1G03580_1	185
AT1G03590_1	8037
AT1G03600_1	1169
AT1G03610_1	6126
AT1G03620_1	4298
AT1G03630_1	1067
AT1G03630_2	858
AT1G03650_1	1490
AT1G03660_1	661
AT1G03670_1	417
AT1G03680_1	3055
AT1G03687_1	2251
AT1G03687_2	511
AT1G03700_1	526
AT1G03710_1	258
AT1G03710_2	521
AT1G03720_1	84
AT1G03730_1	2407
AT1G03740_1	5238
AT1G03740_2	1962
AT1G03743_1	250
AT1G03746_1	391
AT1G03750_1	2719
AT1G03760_1	5053
AT1G03770_1	4431
AT1G03780_1	340
AT1G03780_2	4719
AT1G03790_1	103
AT1G03800_1	519
AT1G03810_1	362
AT1G03820_1	10079
AT1G03830_1	4849
AT1G03840_1	4301
AT1G03850_1	437
AT1G03850_2	4211
AT1G03860_1	6982
AT1G03860_2	5781
AT1G03860_3	208
AT1G03870_1	14352
AT1G03880_1	116
AT1G03890_1	200
AT1G03900_1	9223
AT1G03905_1	1408
AT1G03910_1	7633
AT1G03920_1	1824
AT1G03930_1	4795
AT1G03935_1	1635
AT1G03940_1	1814
AT1G03950_1	1631
AT1G03960_1	1568
AT1G03970_1	5358
AT1G03980_1	852
AT1G03982_1	64
AT1G03990_1	1895
AT1G04000_1	3252
AT1G04010_1	4682
AT1G04020_1	3352
AT1G04030_1	4932
AT1G04040_1	16003
AT1G04050_1	4230
AT1G04070_1	1778
AT1G04080_1	7968
AT1G04090_1	639
AT1G04100_1	1042
AT1G04110_1	195
AT1G04120_1	6631
AT1G04130_1	2288
AT1G04140_1	11903
AT1G04140_2	8325
AT1G04150_1	496
AT1G04160_1	2774
AT1G04170_1	12589
AT1G04171_1	1350
AT1G04180_1	4023
AT1G04190_1	8317
AT1G04200_1	7461
AT1G04210_1	5704
AT1G04220_1	4712
AT1G04230_1	2243
AT1G04240_1	3196
AT1G04250_1	7143
AT1G04260_1	3519
AT1G04270_1	15478
AT1G04270_2	11139
AT1G04280_1	8186
AT1G04290_1	3011
AT1G04295_1	2200
AT1G04300_1	11450
AT1G04310_1	783
AT1G04330_1	1144
AT1G04340_1	4410
AT1G04350_1	436
AT1G04360_1	2101
AT1G04370_1	582
AT1G04380_1	250
AT1G04390_1	2695
AT1G04400_1	9689
AT1G04400_2	10654
AT1G04410_1	17237
AT1G04420_1	1207
AT1G04425_1	5896
AT1G04430_1	14335
AT1G04430_2	13913
AT1G04440_1	10705
AT1G04445_1	519
AT1G04450_1	106
AT1G04457_1	1454
AT1G04470_1	147
AT1G04480_1	11976
AT1G04490_1	1954
AT1G04500_1	54
AT1G04501_1	51
AT1G04510_1	8671
AT1G04520_1	3872
AT1G04530_1	2269
AT1G04540_1	640
AT1G04550_1	284
AT1G04550_2	5731
AT1G04555_1	786
AT1G04560_1	361
AT1G04570_1	1191
AT1G04580_1	1273
AT1G04590_1	1853
AT1G04600_1	265
AT1G04610_1	2080
AT1G04620_1	1147
AT1G04625_1	36
AT1G04630_1	8962
AT1G04635_1	772
AT1G04640_1	459
AT1G04640_2	272
AT1G04645_1	183
AT1G04650_1	983
AT1G04660_1	8145
AT1G04670_1	80
AT1G04680_1	17739
AT1G04690_1	12630
AT1G04700_1	850
AT1G04710_1	2480
AT1G04730_1	1745
AT1G04750_1	645
AT1G04750_2	7633
AT1G04760_1	1832
AT1G04770_1	4085
AT1G04778_1	1065
AT1G04780_1	7255
AT1G04790_1	7074
AT1G04800_1	490
AT1G04810_1	7947
AT1G04820_1	17161
AT1G04830_1	3172
AT1G04840_1	660
AT1G04850_1	10711
AT1G04860_1	4848
AT1G04870_1	8769
AT1G04870_2	9124
AT1G04880_1	355
AT1G04890_1	111
AT1G04900_1	2423
AT1G04910_1	7908
AT1G04920_1	362
AT1G04930_1	1772
AT1G04940_1	6514
AT1G04945_1	1558
AT1G04945_2	2460
AT1G04950_1	5210
AT1G04960_1	2431
AT1G04960_2	107
AT1G04970_1	2105
AT1G04970_2	4061
AT1G04980_1	4185
AT1G04985_1	4249
AT1G04990_1	253
AT1G04990_2	3868
AT1G05000_1	1537
AT1G05000_2	877
AT1G05010_1	1902
AT1G05020_1	316
AT1G05030_1	2753
AT1G05040_1	93
AT1G05040_2	85
AT1G05055_1	5593
AT1G05060_1	4149
AT1G05061_1	495
AT1G05065_1	56
AT1G05070_1	7992
AT1G05080_1	128
AT1G05085_1	233
AT1G05090_1	5246
AT1G05100_1	3047
AT1G05120_1	7443
AT1G05135_1	1264
AT1G05136_1	186
AT1G05140_1	1267
AT1G05150_1	6658
AT1G05160_1	2366
AT1G05170_1	1117
AT1G05170_2	1465
AT1G05180_1	4785
AT1G05180_3	206
AT1G05190_1	3704
AT1G05200_1	1749
AT1G05205_1	3976
AT1G05210_1	3047
AT1G05220_1	582
AT1G05220_2	115
AT1G05230_1	227
AT1G05230_3	210
AT1G05240_1	6235
AT1G05260_1	13479
AT1G05270_1	9256
AT1G05280_1	1423
AT1G05290_1	102
AT1G05291_1	175
AT1G05300_1	207
AT1G05300_2	47
AT1G05310_1	4499
AT1G05320_1	3651
AT1G05330_1	201
AT1G05340_1	9379
AT1G05350_1	7255
AT1G05360_1	2655
AT1G05370_1	1145
AT1G05380_1	3656
AT1G05385_1	825
AT1G05390_1	712
AT1G05400_1	994
AT1G05400_2	880
AT1G05410_1	1968
AT1G05410_2	5691
AT1G05420_1	1279
AT1G05430_1	5329
AT1G05440_1	815
AT1G05450_1	53
AT1G05450_2	1745
AT1G05460_1	5605
AT1G05470_1	6292
AT1G05490_1	677
AT1G05500_1	7534
AT1G05510_1	188
AT1G05520_1	8089
AT1G05530_1	1666
AT1G05540_1	243
AT1G05550_1	367
AT1G05560_1	3106
AT1G05570_1	6510
AT1G05575_1	2581
AT1G05577_1	201
AT1G05580_1	127
AT1G05580_2	143
AT1G05590_1	3861
AT1G05600_1	1120
AT1G05610_1	597
AT1G05615_1	284
AT1G05620_1	4498
AT1G05620_2	7891
AT1G05630_1	1316
AT1G05630_2	2811
AT1G05640_1	1891
AT1G05650_1	1623
AT1G05660_1	5991
AT1G05670_1	1754
AT1G05670_2	284
AT1G05680_1	319
AT1G05690_1	572
AT1G05700_1	1110
AT1G05710_1	913
AT1G05710_2	483
AT1G05710_3	3377
AT1G05710_4	169
AT1G05720_1	8913
AT1G05730_1	543
AT1G05740_1	176
AT1G05750_1	502
AT1G05760_1	1535
AT1G05770_1	3658
AT1G05780_1	2391
AT1G05785_1	3776
AT1G05785_2	275
AT1G05790_1	2785
AT1G05800_1	941
AT1G05805_1	3321
AT1G05810_1	4675
AT1G05820_1	1842
AT1G05820_2	334
AT1G05830_1	6680
AT1G05835_1	1005
AT1G05840_1	5938
AT1G05850_1	20816
AT1G05860_1	2919
AT1G05870_1	1342
AT1G05870_2	3454
AT1G05880_1	197
AT1G05890_1	7488
AT1G05894_1	607
AT1G05900_1	1251
AT1G05900_2	1585
AT1G05910_1	6403
AT1G05920_1	485
AT1G05925_1	118
AT1G05930_1	651
AT1G05940_1	7111
AT1G05950_1	2562
AT1G05960_1	7832
AT1G05970_1	1946
AT1G05970_2	2022
AT1G05980_1	1129
AT1G05990_1	558
AT1G06000_1	6736
AT1G06010_1	2754
AT1G06020_1	365
AT1G06030_1	181
AT1G06040_1	2791
AT1G06040_2	271
AT1G06050_1	1476
AT1G06060_1	2732
AT1G06070_1	8017
AT1G06080_1	3085
AT1G06090_1	5057
AT1G06100_1	546
AT1G06110_1	5106
AT1G06120_1	3843
AT1G06130_1	6257
AT1G06130_2	6258
AT1G06135_1	1012
AT1G06137_1	110
AT1G06140_1	1025
AT1G06145_1	1396
AT1G06148_1	289
AT1G06148_2	501
AT1G06149_1	5224
AT1G06150_1	2793
AT1G06160_1	1363
AT1G06170_1	298
AT1G06170_2	659
AT1G06180_1	1013
AT1G06190_1	6720
AT1G06190_2	3976
AT1G06200_1	7220
AT1G06210_1	3995
AT1G06210_2	460
AT1G06220_1	7920
AT1G06225_1	1086
AT1G06230_1	9121
AT1G06240_1	3608
AT1G06250_1	920
AT1G06260_1	282
AT1G06265_1	1347
AT1G06265_2	1540
AT1G06270_1	4052
AT1G06280_1	360
AT1G06290_1	10202
AT1G06310_1	1148
AT1G06320_1	908
AT1G06330_1	1511
AT1G06340_1	143
AT1G06350_1	1062
AT1G06360_1	690
AT1G06370_1	1025
AT1G06380_1	1531
AT1G06390_1	4794
AT1G06390_2	8032
AT1G06400_1	8266
AT1G06410_1	13655
AT1G06420_1	2878
AT1G06430_1	1333
AT1G06440_1	766
AT1G06450_1	5631
AT1G06460_1	2091
AT1G06470_1	4713
AT1G06475_1	1366
AT1G06480_1	1267
AT1G06490_1	5693
AT1G06500_1	3699
AT1G06500_2	227
AT1G06500_3	314
AT1G06500_4	3748
AT1G06510_1	557
AT1G06515_1	4028
AT1G06520_1	6621
AT1G06530_1	9628
AT1G06540_1	1455
AT1G06550_1	7312
AT1G06560_1	7384
AT1G06570_1	3516
AT1G06570_2	2550
AT1G06580_1	771
AT1G06590_1	2306
AT1G06610_1	940
AT1G06620_1	5353
AT1G06630_1	3702
AT1G06630_2	760
AT1G06630_3	3749
AT1G06640_1	8055
AT1G06640_2	2319
AT1G06640_3	11482
AT1G06645_1	728
AT1G06650_1	2517
AT1G06650_2	2776
AT1G06660_1	1309
AT1G06670_1	11830
AT1G06680_1	4239
AT1G06680_2	3905
AT1G06690_1	1313
AT1G06700_1	10166
AT1G06710_1	1214
AT1G06720_1	7744
AT1G06730_1	2929
AT1G06740_1	2271
AT1G06750_1	218
AT1G06760_1	14713
AT1G06770_1	1581
AT1G06770_2	563
AT1G06780_1	6865
AT1G06790_1	3448
AT1G06790_2	818
AT1G06800_1	3576
AT1G06800_2	2385
AT1G06810_1	901
AT1G06820_1	3619
AT1G06830_1	1808
AT1G06840_1	5242
AT1G06850_1	2527
AT1G06850_2	3912
AT1G06870_1	7498
AT1G06890_1	1447
AT1G06890_2	11081
AT1G06900_1	7371
AT1G06910_1	1090
AT1G06920_1	131
AT1G06923_1	114
AT1G06925_1	290
AT1G06930_1	1009
AT1G06950_1	10825
AT1G06960_1	3376
AT1G06960_2	3045
AT1G06970_1	347
AT1G06980_1	484
AT1G06990_1	249
AT1G07000_1	2414
AT1G07010_1	281
AT1G07010_2	278
AT1G07010_3	58
AT1G07020_1	2882
AT1G07025_1	157
AT1G07030_1	4144
AT1G07040_1	4480
AT1G07050_1	115
AT1G07051_1	32
AT1G07060_1	157
AT1G07070_1	6185
AT1G07080_1	8829
AT1G07090_1	2172
AT1G07110_1	5631
AT1G07119_1	693
AT1G07120_1	1130
AT1G07130_1	1083
AT1G07135_1	17341
AT1G07140_1	9043
AT1G07150_1	1847
AT1G07160_1	454
AT1G07170_1	538
AT1G07170_2	1260
AT1G07175_1	684
AT1G07180_1	359
AT1G07190_1	226
AT1G07200_1	4530
AT1G07200_2	4130
AT1G07210_1	4747
AT1G07220_1	6474
AT1G07230_1	2509
AT1G07240_1	6027
AT1G07250_1	4088
AT1G07260_1	7509
AT1G07270_1	466
AT1G07280_1	1385
AT1G07280_2	1349
AT1G07290_1	1670
AT1G07300_1	831
AT1G07310_1	5874
AT1G07320_1	2728
AT1G07320_3	2694
AT1G07330_1	225
AT1G07340_1	394
AT1G07350_1	7770
AT1G07350_2	1704
AT1G07360_1	13593
AT1G07370_1	8208
AT1G07380_1	5598
AT1G07390_1	685
AT1G07390_3	676
AT1G07400_1	707
AT1G07410_1	2381
AT1G07420_1	10325
AT1G07420_2	1562
AT1G07430_1	2497
AT1G07440_1	621
AT1G07440_2	220
AT1G07450_1	184
AT1G07460_1	135
AT1G07470_1	6154
AT1G07473_1	353
AT1G07476_1	290
AT1G07480_1	8592
AT1G07485_1	105
AT1G07490_1	482
AT1G07500_1	1424
AT1G07510_1	8450
AT1G07520_1	4299
AT1G07530_1	7024
AT1G07540_1	148
AT1G07550_1	128
AT1G07560_1	513
AT1G07570_1	1223
AT1G07570_2	1254
AT1G07590_1	513
AT1G07600_1	25683
AT1G07610_1	12171
AT1G07615_1	2552
AT1G07620_1	576
AT1G07630_1	5142
AT1G07640_1	5930
AT1G07640_2	6094
AT1G07640_3	3855
AT1G07645_1	577
AT1G07650_1	1082
AT1G07660_1	10073
AT1G07660_2	5377
AT1G07670_1	12275
AT1G07680_1	83
AT1G07690_1	288
AT1G07700_1	921
AT1G07700_2	1082
AT1G07700_3	265
AT1G07705_1	118
AT1G07705_2	3475
AT1G07710_1	3682
AT1G07720_1	1811
AT1G07725_1	315
AT1G07728_1	1482
AT1G07730_2	3419
AT1G07740_1	1388
AT1G07745_1	1534
AT1G07745_2	279
AT1G07747_1	78
AT1G07750_1	12350
AT1G07760_1	651
AT1G07770_1	13364
AT1G07770_2	14076
AT1G07780_1	5300
AT1G07780_2	6149
AT1G07780_3	5898
AT1G07780_4	4043
AT1G07790_1	9042
AT1G07795_1	330
AT1G07800_1	526
AT1G07810_1	11943
AT1G07820_1	2530
AT1G07820_2	10506
AT1G07830_1	8422
AT1G07840_1	2585
AT1G07840_2	376
AT1G07840_3	397
AT1G07850_1	211
AT1G07860_1	559
AT1G07870_1	7005
AT1G07880_1	3025
AT1G07880_2	2931
AT1G07885_1	394
AT1G07890_1	21350
AT1G07890_2	22544
AT1G07890_3	28662
AT1G07890_4	21469
AT1G07890_6	2742
AT1G07890_8	1864
AT1G07900_1	1289
AT1G07901_1	7358
AT1G07910_1	3154
AT1G07920_1	25600
AT1G07930_1	18443
AT1G07930_2	22325
AT1G07940_1	28706
AT1G07950_1	1558
AT1G07960_1	5095
AT1G07960_2	144
AT1G07960_3	3799
AT1G07970_1	4112
AT1G07980_1	3701
AT1G07985_1	187
AT1G07990_1	6236
AT1G08000_1	2534
AT1G08000_2	453
AT1G08005_1	1105
AT1G08010_1	2036
AT1G08010_2	7589
AT1G08030_1	4469
AT1G08035_1	114
AT1G08040_1	4649
AT1G08050_1	4470
AT1G08060_1	4038
AT1G08065_1	94
AT1G08070_1	751
AT1G08080_1	209
AT1G08090_1	3534
AT1G08100_1	574
AT1G08105_1	619
AT1G08110_1	8236
AT1G08110_2	574
AT1G08110_3	7274
AT1G08110_4	7908
AT1G08115_1	1901
AT1G08120_1	609
AT1G08125_1	4810
AT1G08130_1	4197
AT1G08135_1	142
AT1G08140_1	408
AT1G08150_1	262
AT1G08160_1	14440
AT1G08165_1	103
AT1G08170_1	212
AT1G08180_1	298
AT1G08190_1	5964
AT1G08200_1	16021
AT1G08210_1	7292
AT1G08220_1	1300
AT1G08220_2	3526
AT1G08230_2	1449
AT1G08250_1	955
AT1G08260_1	238
AT1G08260_2	6656
AT1G08270_1	1520
AT1G08270_2	620
AT1G08280_1	4901
AT1G08290_1	3522
AT1G08300_1	959
AT1G08310_1	561
AT1G08315_1	3146
AT1G08320_1	2858
AT1G08320_2	139
AT1G08340_1	4564
AT1G08350_1	5865
AT1G08360_1	13408
AT1G08370_1	9932
AT1G08380_1	6320
AT1G08390_1	1778
AT1G08400_1	1298
AT1G08410_1	6213
AT1G08420_1	13656
AT1G08430_1	2027
AT1G08440_1	328
AT1G08450_1	7690
AT1G08450_2	6996
AT1G08460_1	4233
AT1G08465_1	69
AT1G08470_1	5063
AT1G08480_1	6852
AT1G08490_1	6278
AT1G08500_1	2445
AT1G08510_1	12404
AT1G08520_1	6071
AT1G08530_1	1490
AT1G08540_1	2926
AT1G08550_1	1666
AT1G08560_1	10314
AT1G08570_1	3788
AT1G08570_2	3649
AT1G08570_4	3951
AT1G08580_1	4709
AT1G08590_1	4914
AT1G08600_1	6885
AT1G08610_1	1764
AT1G08620_1	4419
AT1G08630_1	108
AT1G08630_2	322
AT1G08630_3	48
AT1G08640_1	2735
AT1G08650_1	1838
AT1G08660_1	8299
AT1G08660_2	7991
AT1G08670_1	646
AT1G08680_1	7537
AT1G08695_1	196
AT1G08700_1	4290
AT1G08710_1	494
AT1G08710_2	239
AT1G08720_1	5348
AT1G08730_1	450
AT1G08735_1	384
AT1G08740_1	493
AT1G08750_1	94
AT1G08750_2	3290
AT1G08760_1	6859
AT1G08770_1	1999
AT1G08780_1	6162
AT1G08790_1	171
AT1G08800_1	2966
AT1G08810_1	112
AT1G08810_2	101
AT1G08820_1	8944
AT1G08830_1	8131
AT1G08830_2	11416
AT1G08840_1	2711
AT1G08845_1	2045
AT1G08860_1	459
AT1G08870_1	1182
AT1G08880_1	3969
AT1G08890_1	4808
AT1G08900_1	1023
AT1G08900_3	933
AT1G08910_1	7069
AT1G08920_1	12107
AT1G08920_2	6213
AT1G08920_3	456
AT1G08930_1	7632
AT1G08940_1	5210
AT1G08960_1	3189
AT1G08970_1	5713
AT1G08970_2	5098
AT1G08970_4	157
AT1G08980_1	5495
AT1G08985_1	176
AT1G08990_1	2223
AT1G09000_1	2605
AT1G09010_1	6243
AT1G09020_1	10843
AT1G09026_1	56
AT1G09030_1	165
AT1G09040_1	2178
AT1G09050_1	2479
AT1G09060_1	6316
AT1G09070_1	26499
AT1G09080_1	396
AT1G09090_1	6328
AT1G09090_2	7652
AT1G09100_1	5396
AT1G09130_1	5667
AT1G09130_2	573
AT1G09140_1	10826
AT1G09140_2	6428
AT1G09150_1	9093
AT1G09155_1	312
AT1G09157_1	273
AT1G09160_1	6964
AT1G09160_2	8532
AT1G09170_1	360
AT1G09176_1	501
AT1G09180_1	1131
AT1G09190_1	2129
AT1G09195_1	768
AT1G09200_1	11477
AT1G09210_1	12080
AT1G09220_1	752
AT1G09230_1	2798
AT1G09240_1	217
AT1G09245_1	124
AT1G09250_1	2928
AT1G09260_1	116
AT1G09270_1	8299
AT1G09270_2	8317
AT1G09280_1	6066
AT1G09290_1	5141
AT1G09300_1	4166
AT1G09300_2	926
AT1G09310_1	2088
AT1G09320_1	4554
AT1G09330_1	9431
AT1G09340_1	1771
AT1G09350_1	454
AT1G09360_1	132
AT1G09370_1	88
AT1G09380_1	402
AT1G09390_1	7709
AT1G09400_1	553
AT1G09410_1	458
AT1G09415_1	2409
AT1G09420_1	3907
AT1G09421_1	1293
AT1G09430_1	8895
AT1G09440_1	6322
AT1G09450_1	697
AT1G09460_1	5985
AT1G09470_1	3657
AT1G09480_1	200
AT1G09483_1	558
AT1G09486_1	32
AT1G09490_1	1110
AT1G09490_2	557
AT1G09500_1	253
AT1G09500_2	69
AT1G09500_3	126
AT1G09510_1	162
AT1G09520_1	1183
AT1G09530_1	1325
AT1G09540_1	605
AT1G09550_1	152
AT1G09560_1	14228
AT1G09570_1	10992
AT1G09575_1	4907
AT1G09580_1	4642
AT1G09590_1	9819
AT1G09600_1	1047
AT1G09610_1	1132
AT1G09620_1	11393
AT1G09625_1	134
AT1G09630_1	5108
AT1G09640_1	18291
AT1G09645_1	4164
AT1G09650_1	450
AT1G09660_1	5942
AT1G09660_2	4418
AT1G09665_1	161
AT1G09680_1	930
AT1G09690_1	17154
AT1G09700_1	3164
AT1G09710_1	2586
AT1G09720_1	315
AT1G09730_1	7685
AT1G09740_1	9617
AT1G09750_1	22167
AT1G09760_1	6032
AT1G09770_1	12405
AT1G09780_1	14312
AT1G09790_1	282
AT1G09795_1	1794
AT1G09800_1	2355
AT1G09810_1	1427
AT1G09812_1	1166
AT1G09815_1	6478
AT1G09820_1	4549
AT1G09830_1	5887
AT1G09840_1	13773
AT1G09850_1	7268
AT1G09860_1	776
AT1G09870_1	7195
AT1G09880_1	1926
AT1G09890_1	1776
AT1G09900_1	2065
AT1G09910_1	1947
AT1G09920_1	3443
AT1G09930_1	3345
AT1G09932_1	5556
AT1G09932_2	2079
AT1G09935_1	106
AT1G09940_1	6660
AT1G09950_1	8236
AT1G09960_1	6501
AT1G09970_1	16787
AT1G09970_2	16120
AT1G09980_1	6114
AT1G09995_1	869
AT1G10000_1	30
