Reporter Identifier	VALUE
AT1G05135_1	1296
AT1G05136_1	163
AT1G05140_1	1479
AT1G05150_1	7334
AT1G05160_1	2576
AT1G05170_1	1088
AT1G05170_2	1096
AT1G05180_1	3870
AT1G05180_3	187
AT1G05190_1	3021
AT1G05200_1	1855
AT1G05205_1	3654
AT1G05210_1	2926
AT1G05220_1	439
AT1G05220_2	66
AT1G05230_1	191
AT1G05230_3	209
AT1G05240_1	7235
AT1G05260_1	12899
AT1G05270_1	8761
AT1G05280_1	1051
AT1G05290_1	96
AT1G05291_1	191
AT1G05300_1	299
AT1G05300_2	45
AT1G05310_1	4144
AT1G05320_1	2772
AT1G05330_1	161
AT1G05340_1	6628
AT1G05350_1	8982
AT1G05360_1	3615
AT1G05370_1	930
AT1G05380_1	3957
AT1G05385_1	956
AT1G05390_1	1041
AT1G05400_1	1150
AT1G05400_2	944
AT1G05410_1	1845
AT1G05410_2	6582
AT1G05420_1	1241
AT1G05430_1	5177
AT1G05440_1	565
AT1G05450_1	43
AT1G05450_2	2703
AT1G05460_1	5481
AT1G05470_1	6160
AT1G05490_1	492
AT1G05500_1	7129
AT1G05510_1	150
AT1G05520_1	7109
AT1G05530_1	1617
AT1G05540_1	240
AT1G05550_1	322
AT1G05560_1	2653
AT1G05570_1	6870
AT1G05575_1	3777
AT1G05577_1	181
AT1G05580_1	146
AT1G05580_2	159
AT1G05590_1	4022
AT1G05600_1	1121
AT1G05610_1	698
AT1G05615_1	274
AT1G05620_1	4206
AT1G05620_2	8129
AT1G05630_1	1419
AT1G05630_2	3116
AT1G05640_1	2076
AT1G05650_1	1632
AT1G05660_1	6069
AT1G05670_1	1829
AT1G05670_2	265
AT1G05680_1	386
AT1G05690_1	423
AT1G05700_1	1247
AT1G05710_1	421
AT1G05710_2	2439
AT1G05710_3	4320
AT1G05710_4	122
AT1G05720_1	7085
AT1G05730_1	485
AT1G05740_1	142
AT1G05750_1	413
AT1G05760_1	1779
AT1G05770_1	3326
AT1G05780_1	2347
AT1G05785_1	3677
AT1G05785_2	159
AT1G05790_1	2038
AT1G05800_1	522
AT1G05805_1	3268
AT1G05810_1	4474
AT1G05820_1	1406
AT1G05820_2	218
AT1G05830_1	6316
AT1G05835_1	1141
AT1G05840_1	5005
AT1G05850_1	19685
AT1G05860_1	2378
AT1G05870_1	927
AT1G05870_2	2869
AT1G05880_1	153
AT1G05890_1	8360
AT1G05894_1	475
AT1G05900_1	346
AT1G05900_2	697
AT1G05910_1	5842
AT1G05920_1	603
AT1G05925_1	178
AT1G05930_1	834
AT1G05940_1	6412
AT1G05950_1	2087
AT1G05960_1	7991
AT1G05970_1	1674
AT1G05970_2	1720
AT1G05980_1	1849
AT1G05990_1	709
AT1G06000_1	6187
AT1G06010_1	3856
AT1G06020_1	595
AT1G06030_1	279
AT1G06040_1	1797
AT1G06040_2	124
AT1G06050_1	1481
AT1G06060_1	2770
AT1G06070_1	7626
AT1G06080_1	3281
AT1G06090_1	5612
AT1G06100_1	448
AT1G06110_1	5240
AT1G06120_1	3128
AT1G06130_1	6564
AT1G06130_2	6646
AT1G06135_1	1615
AT1G06137_1	109
AT1G06140_1	941
AT1G06145_1	1247
AT1G06148_1	213
AT1G06148_2	583
AT1G06149_1	5488
AT1G06150_1	2952
AT1G06160_1	1554
AT1G06170_1	210
AT1G06170_2	599
AT1G06180_1	822
AT1G06190_1	6599
AT1G06190_2	3442
AT1G06200_1	7452
AT1G06210_1	3568
AT1G06210_2	331
AT1G06220_1	8313
AT1G06225_1	506
AT1G06230_1	9105
AT1G06240_1	3222
AT1G06250_1	930
AT1G06260_1	232
AT1G06265_1	1313
AT1G06265_2	1574
AT1G06270_1	3786
AT1G06280_1	447
AT1G06290_1	9580
AT1G06310_1	642
AT1G06320_1	760
AT1G06330_1	1388
AT1G06340_1	168
AT1G06350_1	909
AT1G06360_1	780
AT1G06370_1	780
AT1G06380_1	1367
AT1G06390_1	4911
AT1G06390_2	6976
AT1G06400_1	7803
AT1G06410_1	12284
AT1G06420_1	2568
AT1G06430_1	505
AT1G06440_1	533
AT1G06450_1	4376
AT1G06460_1	1814
AT1G06470_1	4220
AT1G06475_1	1146
AT1G06480_1	2157
AT1G06490_1	5397
AT1G06500_1	3840
AT1G06500_2	194
AT1G06500_3	164
AT1G06500_4	4481
AT1G06510_1	476
AT1G06515_1	3743
AT1G06520_1	6099
AT1G06530_1	10035
AT1G06540_1	1525
AT1G06550_1	5472
AT1G06560_1	7028
AT1G06570_1	4820
AT1G06570_2	3459
AT1G06580_1	807
AT1G06590_1	2459
AT1G06610_1	1223
AT1G06620_1	5128
AT1G06630_1	3768
AT1G06630_2	626
AT1G06630_3	811
AT1G06640_1	9888
AT1G06640_2	2104
AT1G06640_3	13021
AT1G06645_1	630
AT1G06650_1	2346
AT1G06650_2	2314
AT1G06660_1	1058
AT1G06670_1	10868
AT1G06680_1	2178
AT1G06680_2	1943
AT1G06690_1	1772
AT1G06700_1	9981
AT1G06710_1	919
AT1G06720_1	7146
AT1G06730_1	2853
AT1G06740_1	2091
AT1G06750_1	196
AT1G06760_1	15407
AT1G06770_1	1574
AT1G06770_2	474
AT1G06780_1	6715
AT1G06790_1	3097
AT1G06790_2	692
AT1G06800_1	3071
AT1G06800_2	2297
AT1G06810_1	1384
AT1G06820_1	3141
AT1G06830_1	1403
AT1G06840_1	5538
AT1G06850_1	2480
AT1G06850_2	3642
AT1G06870_1	7487
AT1G06890_1	1206
AT1G06890_2	9838
AT1G06900_1	7243
AT1G06910_1	1035
AT1G06920_1	136
AT1G06923_1	112
AT1G06925_1	303
AT1G06930_1	1003
AT1G06950_1	10267
AT1G06960_1	3821
AT1G06960_2	3561
AT1G06970_1	362
AT1G06980_1	355
AT1G06990_1	279
AT1G07000_1	2848
AT1G07010_1	179
AT1G07010_2	191
AT1G07010_3	48
AT1G07020_1	3319
AT1G07025_1	193
AT1G07030_1	4379
AT1G07040_1	4209
AT1G07050_1	90
AT1G07051_1	27
AT1G07060_1	142
AT1G07070_1	5920
AT1G07080_1	9166
AT1G07090_1	2641
AT1G07110_1	5599
AT1G07119_1	504
AT1G07120_1	928
AT1G07130_1	947
AT1G07135_1	17080
AT1G07140_1	8437
AT1G07150_1	2163
AT1G07160_1	391
AT1G07170_1	548
AT1G07170_2	1127
AT1G07175_1	562
AT1G07180_1	271
AT1G07190_1	252
AT1G07200_1	5798
AT1G07200_2	5181
AT1G07210_1	4548
AT1G07220_1	6031
AT1G07230_1	2484
AT1G07240_1	6958
AT1G07250_1	4750
AT1G07260_1	7926
AT1G07270_1	309
AT1G07280_1	1063
AT1G07280_2	1032
AT1G07290_1	1212
AT1G07300_1	946
AT1G07310_1	6766
AT1G07320_1	2736
AT1G07320_3	2839
AT1G07330_1	242
AT1G07340_1	578
AT1G07350_1	5608
AT1G07350_2	1042
AT1G07360_1	11971
AT1G07370_1	7096
AT1G07380_1	3181
AT1G07390_1	590
AT1G07390_3	532
AT1G07400_1	470
AT1G07410_1	2084
AT1G07420_1	10271
AT1G07420_2	1272
AT1G07430_1	1802
AT1G07440_1	366
AT1G07440_2	216
AT1G07450_1	183
AT1G07460_1	138
AT1G07470_1	6010
AT1G07473_1	475
AT1G07476_1	376
AT1G07480_1	9190
AT1G07485_1	112
AT1G07490_1	415
AT1G07500_1	1723
AT1G07510_1	7505
AT1G07520_1	4608
AT1G07530_1	8231
AT1G07540_1	140
AT1G07550_1	282
AT1G07560_1	568
AT1G07570_1	1327
AT1G07570_2	1200
AT1G07590_1	835
AT1G07600_1	23020
AT1G07610_1	11037
AT1G07615_1	2696
AT1G07620_1	642
AT1G07630_1	5428
AT1G07640_1	7738
AT1G07640_2	7046
AT1G07640_3	2836
AT1G07645_1	780
AT1G07650_1	1285
AT1G07660_1	8330
AT1G07660_2	4057
AT1G07670_1	12116
AT1G07680_1	154
AT1G07690_1	204
AT1G07700_1	741
AT1G07700_2	1078
AT1G07700_3	268
AT1G07705_1	80
AT1G07705_2	3057
AT1G07710_1	3231
AT1G07720_1	1723
AT1G07725_1	186
AT1G07728_1	1991
AT1G07730_2	4377
AT1G07740_1	1177
AT1G07745_1	1480
AT1G07745_2	249
AT1G07747_1	83
AT1G07750_1	11499
AT1G07760_1	931
AT1G07770_1	13500
AT1G07770_2	14878
AT1G07780_1	4612
AT1G07780_2	5648
AT1G07780_3	5970
AT1G07780_4	4009
AT1G07790_1	6354
AT1G07795_1	187
AT1G07800_1	603
AT1G07810_1	11134
AT1G07820_1	2555
AT1G07820_2	9818
AT1G07830_1	9198
AT1G07840_1	2538
AT1G07840_2	377
AT1G07840_3	267
AT1G07850_1	205
AT1G07860_1	646
AT1G07870_1	5355
AT1G07880_1	2689
AT1G07880_2	2487
AT1G07885_1	380
AT1G07890_1	22875
AT1G07890_2	21587
AT1G07890_3	28386
AT1G07890_4	21444
AT1G07890_6	1872
AT1G07890_8	1306
AT1G07900_1	958
AT1G07901_1	7243
AT1G07910_1	2663
AT1G07920_1	26260
AT1G07930_1	17916
AT1G07930_2	21257
AT1G07940_1	26613
AT1G07950_1	1782
AT1G07960_1	5676
AT1G07960_2	168
AT1G07960_3	4024
AT1G07970_1	3816
AT1G07980_1	3526
AT1G07985_1	215
AT1G07990_1	6699
AT1G08000_1	2350
AT1G08000_2	548
AT1G08005_1	1140
AT1G08010_1	1886
AT1G08010_2	7593
AT1G08030_1	4284
AT1G08035_1	112
AT1G08040_1	4324
AT1G08050_1	3941
AT1G08060_1	3645
AT1G08065_1	91
AT1G08070_1	651
AT1G08080_1	152
AT1G08090_1	7673
AT1G08100_1	873
AT1G08105_1	919
AT1G08110_1	8151
AT1G08110_2	435
AT1G08110_3	7625
AT1G08110_4	7883
AT1G08115_1	1898
AT1G08120_1	554
AT1G08125_1	4698
AT1G08130_1	3638
AT1G08135_1	172
AT1G08140_1	433
AT1G08150_1	328
AT1G08160_1	16568
AT1G08165_1	97
AT1G08170_1	288
AT1G08180_1	274
AT1G08190_1	7113
AT1G08200_1	18531
AT1G08210_1	8243
AT1G08220_1	808
AT1G08220_2	2673
AT1G08230_2	1447
AT1G08250_1	856
AT1G08260_1	182
AT1G08260_2	5228
AT1G08270_1	1653
AT1G08270_2	553
AT1G08280_1	4045
AT1G08290_1	2981
AT1G08300_1	677
AT1G08310_1	445
AT1G08315_1	3499
AT1G08320_1	4006
AT1G08320_2	134
AT1G08340_1	4775
AT1G08350_1	4950
AT1G08360_1	11277
AT1G08370_1	9347
AT1G08380_1	3755
AT1G08390_1	1804
AT1G08400_1	1181
AT1G08410_1	5905
AT1G08420_1	13058
AT1G08430_1	1122
AT1G08440_1	263
AT1G08450_1	7058
AT1G08450_2	6451
AT1G08460_1	4776
AT1G08465_1	60
AT1G08470_1	5502
AT1G08480_1	6881
AT1G08490_1	6067
AT1G08500_1	2249
AT1G08510_1	12247
AT1G08520_1	6763
AT1G08530_1	1491
AT1G08540_1	2628
AT1G08550_1	1355
AT1G08560_1	10276
AT1G08570_1	4488
AT1G08570_2	4362
AT1G08570_4	3909
AT1G08580_1	4388
AT1G08590_1	5543
AT1G08600_1	7156
AT1G08610_1	1662
AT1G08620_1	4271
AT1G08630_1	108
AT1G08630_2	386
AT1G08630_3	39
AT1G08640_1	2416
AT1G08650_1	3713
AT1G08660_1	7959
AT1G08660_2	7462
AT1G08670_1	796
AT1G08680_1	6830
AT1G08695_1	229
AT1G08700_1	4148
AT1G08710_1	355
AT1G08710_2	190
AT1G08720_1	3853
AT1G08730_1	331
AT1G08735_1	1937
AT1G08740_1	2108
AT1G08750_1	59
AT1G08750_2	3123
AT1G08760_1	7243
AT1G08770_1	1957
AT1G08780_1	5867
AT1G08790_1	202
AT1G08800_1	3589
AT1G08810_1	96
AT1G08810_2	91
AT1G08820_1	9057
AT1G08830_1	10529
AT1G08830_2	15361
AT1G08840_1	2451
AT1G08845_1	1967
AT1G08860_1	278
AT1G08870_1	1791
AT1G08880_1	3279
AT1G08890_1	5024
AT1G08900_1	926
AT1G08900_3	850
AT1G08910_1	9351
AT1G08920_1	11089
AT1G08920_2	5473
AT1G08920_3	132
AT1G08930_1	9513
AT1G08940_1	5930
AT1G08960_1	3159
AT1G08970_1	6368
AT1G08970_2	5223
AT1G08970_4	120
AT1G08980_1	5224
AT1G08985_1	156
AT1G08990_1	2389
AT1G09000_1	2473
AT1G09010_1	6150
AT1G09020_1	9662
AT1G09026_1	52
AT1G09030_1	185
AT1G09040_1	2020
AT1G09050_1	2373
AT1G09060_1	6498
AT1G09070_1	27533
AT1G09080_1	411
AT1G09090_1	6816
AT1G09090_2	8225
AT1G09100_1	6999
AT1G09130_1	5520
AT1G09130_2	779
AT1G09140_1	10586
AT1G09140_2	6859
AT1G09150_1	8987
AT1G09155_1	413
AT1G09157_1	291
AT1G09160_1	5672
AT1G09160_2	7475
AT1G09170_1	243
AT1G09176_1	518
AT1G09180_1	802
AT1G09190_1	1931
AT1G09195_1	708
AT1G09200_1	10788
AT1G09210_1	10849
AT1G09220_1	774
AT1G09230_1	1981
AT1G09240_1	188
AT1G09245_1	118
AT1G09250_1	3562
AT1G09260_1	169
AT1G09270_1	7871
AT1G09270_2	7501
AT1G09280_1	5638
AT1G09290_1	4616
AT1G09300_1	3486
AT1G09300_2	780
AT1G09310_1	514
AT1G09320_1	4662
AT1G09330_1	9176
AT1G09340_1	1167
AT1G09350_1	300
AT1G09360_1	134
AT1G09370_1	96
AT1G09380_1	366
AT1G09390_1	6321
AT1G09400_1	356
AT1G09410_1	1230
AT1G09415_1	1149
AT1G09420_1	199
AT1G09421_1	867
AT1G09430_1	8651
AT1G09440_1	4601
AT1G09450_1	427
AT1G09460_1	6499
AT1G09470_1	2708
AT1G09480_1	323
AT1G09483_1	665
AT1G09486_1	28
AT1G09490_1	1155
AT1G09490_2	476
AT1G09500_1	321
AT1G09500_2	69
AT1G09500_3	143
AT1G09510_1	195
AT1G09520_1	1559
AT1G09530_1	718
AT1G09540_1	455
AT1G09550_1	168
AT1G09560_1	16973
AT1G09570_1	11215
AT1G09575_1	3969
AT1G09580_1	3714
AT1G09590_1	9208
AT1G09600_1	645
AT1G09610_1	1166
AT1G09620_1	11813
AT1G09625_1	154
AT1G09630_1	4709
AT1G09640_1	17809
AT1G09645_1	4250
AT1G09650_1	492
AT1G09660_1	5342
AT1G09660_2	4184
AT1G09665_1	174
AT1G09680_1	1358
AT1G09690_1	16514
AT1G09700_1	3307
AT1G09710_1	3436
AT1G09720_1	497
AT1G09730_1	7974
AT1G09740_1	11019
AT1G09750_1	18065
AT1G09760_1	6125
AT1G09770_1	13458
AT1G09780_1	14323
AT1G09790_1	452
AT1G09795_1	1630
AT1G09800_1	2033
AT1G09810_1	1410
AT1G09812_1	571
AT1G09815_1	7724
AT1G09820_1	3213
AT1G09830_1	5747
AT1G09840_1	13837
AT1G09850_1	6382
AT1G09860_1	895
AT1G09870_1	6952
AT1G09880_1	1835
AT1G09890_1	923
AT1G09900_1	2235
AT1G09910_1	3730
AT1G09920_1	3284
AT1G09930_1	2942
AT1G09932_1	3610
AT1G09932_2	632
AT1G09935_1	95
AT1G09940_1	5894
AT1G09950_1	5593
AT1G09960_1	5694
AT1G09970_1	15656
AT1G09970_2	15722
AT1G09980_1	5767
AT1G09995_1	657
AT1G10000_1	375
AT1G10010_1	245
AT1G10020_1	4142
AT1G10030_1	3867
